C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:37:43

sptypes = 'K'
-------------

Number of objects : 6163

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
5548|SDSS J130500.23+093940.3           |RG*|13 05 00.2353146429 +09 39 40.288897677|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5549|SDSS J130431.77+104710.8           |RG*|13 04 31.7747333552 +10 47 10.831671370|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5550|SDSS J130552.25+094046.0           |RG*|13 05 52.2465098721 +09 40 46.066565307|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5551|SDSS J130705.79+100656.6           |RG*|13 07 05.8026155861 +10 06 56.609543578|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5552|SDSS J130819.75+182715.4           |RG*|13 08 19.7536808928 +18 27 15.429480880|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5553|SDSS J130454.68+205546.1           |RG*|13 04 54.6929594059 +20 55 46.207819489|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5554|SDSS J130705.04+195707.7           |RG*|13 07 05.0535239277 +19 57 07.850448536|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5555|SDSS J131012.56+193804.1           |RG*|13 10 12.5708140207 +19 38 04.105944734|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5556|SDSS J130959.46+194812.6           |RG*|13 09 59.4688136996 +19 48 12.611742063|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5557|SDSS J105956.14+023208.1           |RG*|10 59 56.1432256486 +02 32 08.234891611|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5558|SDSS J105527.32+030108.7           |RG*|10 55 27.3267530806 +03 01 08.817363706|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5559|SDSS J105903.53+033730.2           |RG*|10 59 03.5344816144 +03 37 30.196545582|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5560|SDSS J110137.09+042357.5           |RG*|11 01 37.0917976549 +04 23 57.577031640|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5561|SDSS J111042.70+021133.8           |RG*|11 10 42.7029321986 +02 11 33.929946548|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5562|SDSS J110724.60+023822.2           |RG*|11 07 24.6043240649 +02 38 22.190641050|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5563|SDSS J110335.28+025544.0           |RG*|11 03 35.2889013252 +02 55 44.096816407|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5564|SDSS J110407.07+014803.1           |RG*|11 04 07.0758383377 +01 48 03.063973939|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5565|SDSS J110105.39+024129.9           |RG*|11 01 05.3932871531 +02 41 29.984464402|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5566|SDSS J110300.46+035006.0           |RG*|11 03 00.4648553146 +03 50 06.131457763|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5567|SDSS J110533.76+041027.6           |RG*|11 05 33.7628253814 +04 10 27.685945156|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5568|SDSS J110524.94+041210.9           |RG*|11 05 24.9502554142 +04 12 10.876476660|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5569|SDSS J110355.77+030325.1           |RG*|11 03 55.7698223300 +03 03 25.102525032|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5570|SDSS J110831.02+033452.3           |RG*|11 08 31.0236461257 +03 34 52.318388554|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5571|SDSS J113917.36+130519.0           |RG*|11 39 17.3659028615 +13 05 19.061985220|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5572|SDSS J113725.35+115733.5           |RG*|11 37 25.3580147853 +11 57 33.559684390|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5573|SDSS J113544.18+124949.2           |RG*|11 35 44.1800066580 +12 49 49.234831517|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5574|SDSS J113539.36+131951.7           |RG*|11 35 39.3701057274 +13 19 51.751032522|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5575|SDSS J113458.49+125642.8           |RG*|11 34 58.4872815189 +12 56 42.866589940|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5576|SDSS J113551.97+121649.8           |RG*|11 35 51.9759800158 +12 16 49.796990424|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5577|SDSS J113500.89+122127.8           |RG*|11 35 00.8855045870 +12 21 27.870439757|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5578|SDSS J113432.02+124335.0           |RG*|11 34 32.0302475609 +12 43 35.085249060|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5579|SDSS J113410.89+122138.2           |RG*|11 34 10.8876844315 +12 21 38.278946886|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5580|SDSS J113329.99+123357.7           |RG*|11 33 29.9982315362 +12 33 57.667317072|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5581|SDSS J113250.53+132249.1           |RG*|11 32 50.5369707860 +13 22 49.180439004|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5582|SDSS J113510.15+143321.5           |RG*|11 35 10.1477167815 +14 33 21.544614257|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5583|SDSS J113455.95+142909.7           |RG*|11 34 55.9516130552 +14 29 09.737630191|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5584|SDSS J113436.82+140707.1           |RG*|11 34 36.8258463554 +14 07 07.190867176|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5585|SDSS J113238.70+135231.3           |RG*|11 32 38.7054663821 +13 52 31.396204365|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5586|SDSS J113630.29+140010.4           |RG*|11 36 30.2955191227 +14 00 10.475337669|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5587|SDSS J113441.11+133539.4           |RG*|11 34 41.1172208468 +13 35 39.481812052|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5588|SDSS J113432.50+133710.5           |RG*|11 34 32.5103021097 +13 37 10.654459427|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5589|SDSS J113741.08+141752.7           |RG*|11 37 41.0775003540 +14 17 52.647042724|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5590|SDSS J113649.94+142320.0           |RG*|11 36 49.9425682896 +14 23 20.064681286|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5591|SDSS J113547.82+135550.4           |RG*|11 35 47.8177669515 +13 55 50.426084098|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5592|SDSS J114004.57+141059.9           |RG*|11 40 04.5802033366 +14 10 59.912182663|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5593|SDSS J114155.10+132048.5           |RG*|11 41 55.1015990789 +13 20 48.558787840|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5594|SDSS J114026.84+135545.2           |RG*|11 40 26.8460928964 +13 55 45.216229472|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5595|SDSS J114222.24+141715.3           |RG*|11 42 22.2336419694 +14 17 15.411016426|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5596|SDSS J114945.34+120630.7           |RG*|11 49 45.3497325442 +12 06 30.671050724|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5597|SDSS J114926.50+121952.8           |RG*|11 49 26.5072375245 +12 19 52.844940248|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5598|SDSS J114700.71+114325.0           |RG*|11 47 00.7200333785 +11 43 25.053638912|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5599|SDSS J114749.73+113831.2           |RG*|11 47 49.7305840323 +11 38 31.242935472|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5600|SDSS J114758.52+124224.8           |RG*|11 47 58.5235642660 +12 42 24.911337270|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5601|SDSS J114634.82+113354.0           |RG*|11 46 34.8286982991 +11 33 54.066712029|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5602|SDSS J114620.07+123847.7           |RG*|11 46 20.0760812307 +12 38 47.864695039|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5603|SDSS J114709.40+120411.0           |RG*|11 47 09.3999261679 +12 04 10.996492416|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5604|SDSS J114522.10+122955.5           |RG*|11 45 22.0990618435 +12 29 55.577715604|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5605|SDSS J114319.90+122655.5           |RG*|11 43 19.9059338857 +12 26 55.554765455|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5606|SDSS J114332.98+124602.2           |RG*|11 43 32.9782938882 +12 46 02.263443195|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5607|SDSS J114110.39+125123.0           |RG*|11 41 10.3858425603 +12 51 22.975026888|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5608|SDSS J114513.57+133501.1           |RG*|11 45 13.5734616580 +13 35 01.139667102|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5609|SDSS J114610.30+135337.7           |RG*|11 46 10.3021824116 +13 53 37.817146289|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5610|SDSS J114518.64+132258.2           |RG*|11 45 18.6350682454 +13 22 58.206652927|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5611|SDSS J114815.73+130619.5           |RG*|11 48 15.7381983212 +13 06 19.598869748|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5612|SDSS J114911.11+133056.9           |RG*|11 49 11.1131578177 +13 30 57.005382742|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5613|SDSS J115019.10+135535.4           |RG*|11 50 19.1030869732 +13 55 35.479788072|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5614|SDSS J115126.11+133253.2           |RG*|11 51 26.1165667650 +13 32 53.229457256|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5615|SDSS J115227.47+124702.4           |RG*|11 52 27.4786787450 +12 47 02.565291419|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5616|SDSS J114951.43+060301.6           |RG*|11 49 51.4416261258 +06 03 01.666136940|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5617|SDSS J115029.16+060404.6           |RG*|11 50 29.1679661835 +06 04 04.632816554|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5618|SDSS J114935.96+061531.8           |RG*|11 49 35.9687216137 +06 15 31.879536418|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5619|SDSS J115102.86+064322.4           |RG*|11 51 02.8702313145 +06 43 22.429019505|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5620|SDSS J115049.90+071029.7           |RG*|11 50 49.9147574706 +07 10 29.672457242|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5621|SDSS J115221.06+063801.0           |RG*|11 52 21.0733816091 +06 38 01.028689882|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5622|SDSS J115204.81+072450.6           |RG*|11 52 04.8298830571 +07 24 50.640755172|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5623|SDSS J115948.45+044429.2           |RG*|11 59 48.4552954218 +04 44 29.215509008|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5624|SDSS J115827.38+043357.3           |RG*|11 58 27.3848947582 +04 33 57.407123187|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5625|SDSS J115558.54+045105.3           |RG*|11 55 58.5385596488 +04 51 05.432741249|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5626|SDSS J115500.18+053832.7           |RG*|11 55 00.1809751032 +05 38 32.918727352|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5627|SDSS J115430.85+050421.9           |RG*|11 54 30.8498591872 +05 04 22.034818289|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5628|SDSS J115743.27+064708.6           |RG*|11 57 43.2730320097 +06 47 08.682205188|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5629|SDSS J115910.55+063419.8           |RG*|11 59 10.5586782780 +06 34 19.859473726|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5630|SDSS J100527.77+133454.7           |RG*|10 05 27.7742308938 +13 34 54.805560933|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5631|SDSS J100117.57+125010.3           |RG*|10 01 17.5783648751 +12 50 10.424313941|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5632|SDSS J095806.03+144540.0           |RG*|09 58 06.0320468808 +14 45 40.067589765|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5633|SDSS J095943.01+140600.7           |RG*|09 59 43.0127445449 +14 06 00.694265559|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5634|SDSS J100330.71+144349.3           |RG*|10 03 30.7167115481 +14 43 49.280550811|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5635|SDSS J100534.14+123036.7           |RG*|10 05 34.1424302803 +12 30 36.799740976|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5636|SDSS J100909.12+143516.1           |RG*|10 09 09.1198786996 +14 35 16.021195151|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5637|SDSS J100938.92+134128.3           |RG*|10 09 38.9255842672 +13 41 28.294976787|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5638|SDSS J103920.31+225226.9           |RG*|10 39 20.3178340137 +22 52 27.009648142|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5639|SDSS J104023.21+230444.0           |RG*|10 40 23.2099221447 +23 04 43.965679894|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5640|SDSS J103504.42+232815.9           |RG*|10 35 04.4183334507 +23 28 15.933837508|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5641|SDSS J103350.80+230919.4           |RG*|10 33 50.7942566551 +23 09 19.327980156|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5642|SDSS J103513.32+223354.4           |RG*|10 35 13.3205597328 +22 33 54.449491421|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5643|SDSS J103707.92+245013.0           |RG*|10 37 07.9264358674 +24 50 12.971794542|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5644|SDSS J103821.60+250744.0           |RG*|10 38 21.6088872336 +25 07 44.037308738|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5645|SDSS J104217.24+240355.1           |RG*|10 42 17.2398772283 +24 03 55.071154804|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5646|SDSS J104614.88+223017.7           |RG*|10 46 14.8909839308 +22 30 17.702933974|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5647|SDSS J104249.96+234219.6           |RG*|10 42 49.9687902067 +23 42 19.614114159|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5648|SDSS J104444.23+230821.9           |RG*|10 44 44.2332139774 +23 08 21.994872370|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5649|SDSS J104741.66+242219.0           |RG*|10 47 41.6682424947 +24 22 19.091990135|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5650|SDSS J104731.94+242619.9           |RG*|10 47 31.9398380122 +24 26 19.966498653|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5651|SDSS J105033.80+233635.4           |RG*|10 50 33.8064471712 +23 36 35.455860483|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5652|SDSS J105135.23+240030.3           |RG*|10 51 35.2286501815 +24 00 30.355082825|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5653|SDSS J105032.96+234306.7           |RG*|10 50 32.9626731938 +23 43 06.709373303|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5654|SDSS J122253.53+044308.2           |RG*|12 22 53.5341520492 +04 43 08.163524301|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5655|SDSS J122145.57+045532.7           |RG*|12 21 45.5735392994 +04 55 32.725650812|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5656|SDSS J121832.69+050359.5           |RG*|12 18 32.6890230021 +05 03 59.601719790|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5657|SDSS J121536.47+041524.7           |RG*|12 15 36.4709654792 +04 15 24.775686525|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5658|SDSS J121626.86+064652.3           |RG*|12 16 26.8699312753 +06 46 52.369434964|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5659|SDSS J121724.11+054905.4           |RG*|12 17 24.1137291031 +05 49 05.447784654|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5660|SDSS J122019.35+055350.9           |RG*|12 20 19.3498243595 +05 53 50.979622482|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5661|SDSS J122023.28+054014.0           |RG*|12 20 23.2842426065 +05 40 14.108934526|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5662|SDSS J121959.69+052737.0           |RG*|12 19 59.6926892003 +05 27 36.976080974|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5663|SDSS J122049.25+053358.1           |RG*|12 20 49.2554605223 +05 33 58.171279746|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5664|SDSS J122211.85+062633.8           |RG*|12 22 11.8553744187 +06 26 33.904082980|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5665|SDSS J122329.62+050344.3           |RG*|12 23 29.6215613824 +05 03 44.259231396|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5666|SDSS J123057.47+035635.3           |RG*|12 30 57.4775743630 +03 56 35.404652691|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5667|SDSS J122943.72+045540.6           |RG*|12 29 43.7188711252 +04 55 40.695451673|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5668|SDSS J122702.43+045448.0           |RG*|12 27 02.4404164756 +04 54 48.137554564|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5669|SDSS J122437.23+044925.0           |RG*|12 24 37.2402236838 +04 49 25.126626249|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5670|SDSS J122208.10+040334.1           |RG*|12 22 08.1130135041 +04 03 34.105447219|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5671|SDSS J122656.65+055417.0           |RG*|12 26 56.6592913405 +05 54 17.069953764|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5672|SDSS J122728.00+054420.1           |RG*|12 27 28.0042278805 +05 44 20.109288124|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5673|SDSS J122855.74+055124.1           |RG*|12 28 55.7385381682 +05 51 24.104006726|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5674|SDSS J123104.47+050930.7           |RG*|12 31 04.4720213299 +05 09 30.762824718|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5675|SDSS J123433.17+131602.3           |RG*|12 34 33.1750789203 +13 16 02.332141042|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
