C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.21CET20:36:27

sptypes = 'G'
-------------

Number of objects : 3851

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
189 |Cl Trumpler 37 1998                |*  |21 34 44.7243813988 +60 16 46.122918050|     ~|12.93 |11.38 |     ~|     ~|G              |   1|   0
190 |Cl Trumpler 37 1766                |*  |21 31 33.6354885628 +59 56 39.702086453|     ~|12.60 |11.58 |     ~|     ~|G              |   1|   0
191 |BD+65 1854                         |*  |23 10 45.2486786242 +66 39 13.813871150|     ~|11.97 |11.08 |     ~|     ~|G              |   0|   0
192 |HD 220                             |*  |00 07 04.7179841109 +67 16 27.301668774|     ~| 9.15 | 8.69 |     ~|     ~|G              |   7|   0
193 |V* V512 Cas                        |Or*|00 13 29.2459133371 +65 35 59.684764612|     ~|     ~|     ~|     ~|     ~|Ge             |  17|   0
194 |HD 4441                            |PM*|00 47 40.9033026906 +66 41 06.417981852|     ~| 9.45 | 8.90 |     ~|     ~|G              |   2|   0
195 |HD 7316                            |*  |01 14 44.6606524254 +64 04 15.827520808|     ~| 9.98 | 9.48 |     ~|     ~|G              |   1|   0
196 |TYC 3710-603-1                     |*  |03 17 25.3157853314 +56 35 41.099334497|     ~|12.06 |11.31 |     ~|     ~|G              |   0|   0
197 |HD 25428                           |PM*|04 04 37.1257675373 +48 46 58.910853926|     ~| 9.77 | 9.17 |     ~|     ~|G              |   2|   0
198 |HD 25485                           |*  |04 05 05.6165136619 +48 52 20.048844117|     ~| 9.68 | 9.12 |     ~|     ~|G              |   1|   0
199 |HD 25845                           |*  |04 07 53.8236965363 +46 47 32.385311907|     ~|11.01 |10.37 |     ~|     ~|G              |   1|   0
200 |HD 25916                           |*  |04 08 22.7699514685 +46 41 33.752962464|     ~|11.03 |10.27 |     ~|     ~|G              |   1|   0
201 |HD 235058                          |*  |19 58 29.3420800803 +52 06 20.494154302|     ~|10.12 | 9.78 |     ~|     ~|G              |   1|   0
202 |HD 235034                          |*  |19 53 52.7672799467 +50 53 20.622171893|     ~|11.02 |10.43 |     ~|     ~|G              |   1|   0
203 |BD+50 2963                         |*  |20 03 00.1406645615 +51 09 56.131777676|     ~|11.24 |10.51 |     ~|     ~|G              |   1|   0
204 |4C 51.40                           |Rad|19 58 29.40 +51 50 34.0                |     ~|     ~|19.9  |     ~|     ~|G              |   7|   1
205 |BD+62 1886                         |*  |21 03 08.7439975824 +62 47 21.767146389|     ~|12.06 |10.11 |     ~|     ~|G              |   0|   0
206 |Cl Trumpler 37 1818                |*  |21 01 34.2393101346 +60 22 22.508152949|     ~|13.28 |12.08 |     ~|     ~|G              |   1|   0
207 |BD+62 1898                         |*  |21 08 18.6136518969 +62 46 12.964310817|     ~|10.70 | 9.46 |     ~|     ~|G              |   0|   0
208 |BD+62 1902                         |EB*|21 09 07.7300663692 +62 53 20.056149570|     ~|10.64 | 9.91 |     ~|     ~|G              |   3|   0
209 |BD+65 1597                         |*  |21 31 00.5599946319 +65 45 53.282693544|     ~|10.38 | 9.75 |     ~|     ~|G              |   0|   0
210 |BD+65 1600                         |*  |21 32 44.9385973361 +65 47 09.158718982|     ~|10.24 | 9.65 |     ~|     ~|G              |   0|   0
211 |HD 208133                          |*  |21 51 37.3709895415 +65 45 08.520237418|     ~|     ~| 7.3  |     ~|     ~|G              |  23|   0
212 |CCDM J21531+6458AB                 |** |21 53 04.5040 +64 57 49.207            |     ~|11.15 |10.10 |     ~|     ~|G              |   2|   0
213 |BD+66 1506                         |*  |22 23 58.7605176528 +67 26 29.007255559|     ~| 9.74 | 9.43 |     ~|     ~|G              |   0|   0
214 |1RXS J222923.1+674923              |*  |22 29 23.2 +67 49 23                   |     ~|11.40 |10.74 |     ~|     ~|G              |   2|   0
215 |TYC 4292-892-1                     |PM*|23 26 05.1279850182 +67 26 33.913188987|     ~|12.15 |11.66 |     ~|     ~|G              |   0|   0
216 |HD 219169                          |*  |23 12 43.3009140847 +67 25 33.842945629|     ~| 9.39 | 8.91 |     ~|     ~|G              |   8|   0
217 |HD 1949                            |*  |00 24 20.7318129681 +67 56 34.506537511|     ~| 9.74 | 9.15 |     ~|     ~|G              |  16|   0
218 |HD 9613                            |PM*|01 36 29.3682334406 +67 54 53.212335704|     ~| 9.34 | 8.86 |     ~|     ~|G              |   2|   0
219 |BD+67 148                          |*  |01 42 14.2226043329 +68 09 53.946982891|     ~|11.18 | 9.68 |     ~|     ~|G              |   0|   0
220 |BD+65 186                          |*  |01 38 22.8686843385 +66 02 11.646258427|     ~|11.31 | 9.94 |     ~|     ~|G              |   0|   0
221 |HD 26227                           |PM*|04 11 25.9558529440 +50 00 58.062526690|     ~| 9.65 | 9.04 |     ~|     ~|G              |   3|   0
222 |BD+45 945                          |*  |04 31 44.3037740059 +45 39 40.723664350|     ~|10.17 | 8.96 |     ~|     ~|G              |   1|   0
223 |TYC 3543-2763-1                    |*  |19 20 42.1974117788 +45 48 14.144208366|     ~|11.49 |10.93 |     ~|     ~|G              |   1|   1
224 |2E 1932.3+4956                     |*  |19 33 40.9 +50 02 58                   |     ~|     ~| 9.5  |     ~|     ~|G              |   2|   0
225 |TYC 3944-1470-1                    |*  |20 03 48.7151763970 +56 16 37.279348269|     ~|11.32 |10.97 |     ~|     ~|G              |   0|   0
226 |HD 239354                          |*  |20 12 58.9269394324 +60 17 20.477660396|     ~|10.28 | 9.45 |     ~|     ~|G              |   1|   0
227 |BD+64 1459                         |*  |20 40 27.5308818549 +64 39 47.192794824|     ~|11.02 |10.44 |     ~|     ~|G              |   0|   0
228 |HD 196603                          |PM*|20 34 59.3509205726 +63 28 31.144534653|     ~| 9.76 | 9.16 |     ~|     ~|G              |   1|   0
229 |BD+62 1866                         |*  |20 52 29.1228221599 +63 10 33.244196660|     ~|11.19 |10.48 |     ~|     ~|G              |   1|   0
230 |BD+61 2038                         |*  |20 36 30.8876843662 +62 27 12.479018977|     ~|10.87 | 9.32 |     ~|     ~|G              |   0|   0
231 |BD+65 1569                         |*  |21 17 52.0109373115 +65 42 16.204113113|     ~|10.36 | 9.80 |     ~|     ~|G              |   0|   0
232 |BD+71 1155                         |*  |22 37 37.7327347000 +72 01 57.041603184|     ~|12.12 |11.52 |     ~|     ~|G              |   0|   0
233 |BD+70 1261                         |*  |22 41 06.7751446753 +71 22 12.127867686|     ~|11.29 |10.64 |     ~|     ~|G              |   0|   0
234 |TYC 4467-447-1                     |*  |22 20 14.0579190341 +70 37 36.274821956|     ~|11.72 |11.13 |     ~|     ~|G              |   2|   0
235 |BD+71 35                           |*  |00 44 22.0297096992 +72 20 21.111575745|     ~| 9.89 | 9.32 |     ~|     ~|G              |   0|   0
236 |BD+71 30                           |*  |00 42 05.1895743074 +72 16 03.350977555|     ~|10.12 | 9.54 |     ~|     ~|G              |   1|   0
237 |1RXS J004821.1+711622              |*  |00 48 21.2 +71 16 22                   |     ~|11.89 |11.30 |     ~|     ~|G              |   2|   0
238 |HD 12300                           |** |02 03 45.2400708733 +70 12 53.576521513|     ~| 9.25 | 8.73 |     ~|     ~|G              |   6|   0
239 |TYC 4059-1160-1                    |PM*|02 43 06.228 +66 33 57.66              |     ~|12.24 |11.62 |11.25 |     ~|G              |   0|   0
240 |TYC 4060-193-1                     |*  |02 53 30.7229611202 +66 07 35.209633409|     ~|12.73 |12.02 |     ~|     ~|G              |   0|   0
241 |BD+62 540                          |*  |03 17 54.1763097323 +63 13 39.812660363|     ~|10.65 |10.23 |     ~|     ~|G              |   1|   0
242 |BD+62 549B                         |*  |03 22 07.4803805147 +62 44 19.387600151|     ~|10.36 | 9.97 |     ~|     ~|G              |   6|   0
243 |BD+61 579                          |*  |03 26 37.4210939109 +62 15 40.594608918|     ~|10.74 |10.08 |     ~|     ~|G              |   3|   0
244 |BD+58 643                          |*  |03 44 00.2770587016 +59 21 35.901513714|     ~|11.45 |10.44 |     ~|     ~|G              |   0|   0
245 |BD+55 847                          |PM*|04 07 55.2392153730 +55 23 47.456542136|     ~|11.28 |10.54 |     ~|     ~|G              |   1|   0
246 |HD 28831                           |PM*|04 34 53.2124043774 +48 01 18.977453662|     ~| 9.61 | 9.00 |     ~|     ~|G              |   1|   0
247 |HD 29080                           |*  |04 37 01.1000004309 +47 45 29.607006075|     ~| 9.66 | 9.11 |     ~|     ~|G              |   7|   0
248 |BD+44 3069C                        |*  |19 09 03.161 +45 02 46.66              |     ~|11.4  |10.4  |     ~|     ~|G              |   2|   0
249 |BD+45 2812                         |*  |18 59 58.8308919827 +45 40 35.768066166|     ~|11.82 |10.31 |     ~|     ~|G              |   1|   0
250 |HD 179040                          |*  |19 08 42.2039664986 +48 14 23.353728233|     ~| 9.36 | 8.41 |     ~|     ~|G              |   3|   0
251 |BD+47 2776                         |*  |19 11 56.3677289691 +47 57 20.340885225|     ~|10.85 | 9.71 |     ~|     ~|G              |   0|   0
252 |HD 191276                          |** |20 05 13.4844 +63 45 42.509            |     ~| 9.95 | 9.52 |     ~|     ~|G              |   4|   0
253 |HD 192220                          |*  |20 10 07.4477442947 +63 34 04.015106314|     ~| 9.56 | 8.95 |     ~|     ~|G              |   2|   0
254 |HD 189749                          |PM*|19 57 53.9683177890 +62 57 50.516870641|     ~|     ~|     ~| 8.0  |     ~|G              |  11|   0
255 |HD 197769                          |*  |20 41 54.0546291171 +66 55 15.332322446|     ~|10.77 | 9.08 |     ~|     ~|G              |   3|   0
256 |HD 198022                          |*  |20 43 48.4718599049 +66 34 52.400549164|     ~| 9.80 | 9.23 |     ~|     ~|G              |   9|   0
257 |HD 197974                          |PM*|20 43 25.7812409738 +66 12 38.746372923|     ~| 9.41 | 8.96 |     ~|     ~|G              |   3|   0
258 |BD+68 1167                         |*  |20 54 58.0085756406 +68 51 10.147066006|     ~|11.24 |10.78 |     ~|     ~|G              |   2|   0
259 |BD+69 1167                         |*  |21 24 28.7269174643 +69 53 36.256651081|     ~|10.72 |10.02 |     ~|     ~|G              |   1|   0
260 |BD+71 1091a                        |PM*|21 49 18.0061639107 +71 45 13.901016128|     ~|11.70 |10.86 |     ~|     ~|G              |   0|   0
261 |BD+71 1176                         |*  |22 59 17.5338750070 +72 40 50.765404582|     ~|11.20 | 9.98 |     ~|     ~|G              |   0|   0
262 |HD 650                             |** |00 11 04.522392 +75 31 36.95016        |     ~|     ~|     ~| 9.51 |     ~|G              |   3|   0
263 |BD+70 191                          |*  |02 35 49.2246428055 +70 45 03.741062982|     ~|10.43 |10.02 |     ~|     ~|G              |   0|   0
264 |HD 15762                           |*  |02 35 39.7774438359 +69 51 43.948651787|     ~| 9.58 | 9.13 |     ~|     ~|G              |   1|   0
265 |HD 21237                           |*  |03 29 19.2191192060 +64 24 54.902344791|     ~|10.06 | 9.48 |     ~|     ~|G              |   7|   0
266 |HD 21768                           |*  |03 34 13.5743506859 +64 16 15.020681104|     ~| 9.45 | 8.49 |     ~|     ~|G              |   2|   0
267 |BD+63 450                          |*  |03 49 55.2336119230 +64 02 54.235184156|     ~|11.23 | 9.75 |     ~|     ~|G              |   0|   0
268 |HD 31266                           |*  |04 56 30.6097085367 +46 27 03.728199692|     ~| 9.11 | 8.65 |     ~|     ~|G              |   7|   0
269 |HD 176936                          |*  |19 00 19.3808931268 +46 48 26.407358163|     ~| 9.22 | 8.77 |     ~|     ~|G              |   2|   0
270 |HD 175901                          |*  |18 55 30.8704924944 +44 10 35.283033567|     ~| 9.11 | 8.62 |     ~|     ~|G              |   1|   0
271 |BD+60 1975                         |*  |19 36 00.7781040818 +61 17 02.855763218|     ~|10.43 |10.05 |     ~|     ~|G              |   0|   0
272 |BD+61 1915                         |PM*|19 48 29.4126859198 +62 05 46.157846128|     ~|10.02 | 9.44 |     ~|     ~|G              |   4|   0
273 |HD 190186                          |*  |19 59 39.2096685269 +65 12 50.516461674|     ~| 9.89 | 9.33 |     ~|     ~|G              |   6|   0
274 |HD 189977                          |*  |19 58 02.0605105474 +67 51 39.452033978|     ~| 9.92 | 9.39 |     ~|     ~|G              |   3|   0
275 |HD 195403                          |*  |20 26 50.9200950646 +67 33 59.445387323|     ~| 9.74 | 9.22 |     ~|     ~|G              |   2|   0
276 |TYC 4447-1592-1                    |PM*|20 43 18.5893423559 +69 20 15.635618775|     ~|11.36 |10.80 |     ~|     ~|G              |   0|   0
277 |AG+76 872                          |*  |21 58 16.0295524245 +76 26 35.369756424|     ~|12.9  |11.8  |     ~|     ~|G              |   0|   0
278 |BD+76 860                          |*  |22 25 38.4084782109 +77 31 02.723721543|     ~|10.76 |10.33 |     ~|     ~|G              |   1|   0
279 |TYC 4605-2622-1                    |*  |22 46 08.7004952105 +77 46 58.685319461|     ~|11.34 | 9.97 |     ~|     ~|G              |   0|   0
280 |BD+77 887                          |*  |23 04 43.6404571733 +77 58 12.489065132|     ~|10.49 | 9.72 |     ~|     ~|G              |   1|   0
281 |BD+77 890                          |*  |23 05 01.9535984027 +77 55 32.931716921|     ~|10.33 | 9.87 |     ~|     ~|G              |   1|   0
282 |HD 220962                          |*  |23 26 47.3436390300 +76 52 28.336009105|     ~| 9.49 | 8.87 |     ~|     ~|G              |   1|   0
283 |TYC 4602-2011-1                    |*  |23 35 26.1709239386 +76 37 40.064690916|     ~|10.40 | 9.80 |     ~|     ~|G              |   1|   0
284 |HD 221945                          |PM*|23 35 24.3884122076 +76 39 11.245353252|     ~| 9.53 | 8.96 |     ~|     ~|G              |   6|   0
285 |TYC 4601-110-1                     |*  |23 12 52.3650719164 +76 32 46.207739988|     ~|11.31 |10.71 |     ~|     ~|G              |   0|   1
286 |BD+75 40                           |*  |00 46 43.4525872022 +75 53 04.437634623|     ~|11.08 |10.48 |     ~|     ~|G              |   0|   0
287 |BD+75 70                           |*  |01 38 55.9930273273 +76 15 35.783985340|     ~|10.83 | 9.78 |     ~|     ~|G              |   0|   0
288 |HIP 16332                          |** |03 30 32.1712567526 +71 11 31.512450843|     ~|11.24 |10.52 |     ~|     ~|G              |   6|   0
289 |TYC 4074-945-1                     |*  |03 37 40.5172122762 +67 19 02.576011846|     ~|11.69 |11.05 |     ~|     ~|G              |   3|   0
290 |BD+63 468                          |*  |04 01 29.0752645076 +63 54 41.432335310|     ~|10.67 |10.01 |     ~|     ~|G              |   1|   0
291 |BD+60 798                          |*  |04 21 14.4436450666 +61 08 18.171834974|     ~|10.42 | 9.85 |     ~|     ~|G              |   0|   0
292 |BD+57 805                          |*  |04 30 48.5635005452 +58 13 18.552348720|     ~|11.66 |11.20 |     ~|     ~|G              |   0|   0
293 |BD+56 940                          |*  |04 35 31.8547573064 +56 57 00.882565420|     ~|11.00 | 9.84 |     ~|     ~|G              |   1|   0
294 |BD+53 2173                         |*  |19 02 39.3372132559 +53 42 06.129905116|     ~|10.97 | 9.74 |     ~|     ~|G              |   0|   0
295 |BD+62 1696                         |*  |19 13 17.3885898763 +63 11 55.296791060|     ~|10.91 |10.35 |     ~|     ~|G              |   1|   0
296 |BD+67 1203                         |*  |19 46 58.5378445842 +67 32 34.650607477|     ~|11.96 |10.85 |     ~|     ~|G              |   0|   0
297 |BD+65 1376                         |*  |19 37 07.0784851260 +65 55 25.595005877|     ~|11.57 |10.14 |     ~|     ~|G              |   0|   0
298 |HD 191633                          |PM*|20 04 46.06602 +72 59 47.9581          |     ~|     ~|     ~| 8.1  |     ~|G              |  17|   1
299 |BD+75 741                          |*  |20 27 06.5880965279 +75 45 02.535398249|     ~|12.11 |10.16 |     ~|     ~|G              |   0|   0
300 |BD+76 835B                         |PM*|21 17 25.8267444990 +76 58 15.228113450|     ~|10.97 |10.18 |     ~|     ~|G              |   3|   1
301 |TYC 4586-281-1                     |*  |20 45 11.8600538396 +75 16 17.810736610|     ~|12.07 |11.33 |     ~|     ~|G              |   0|   0
302 |TYC 4607-1633-1                    |*  |21 44 58.0956690041 +79 23 13.884024269|     ~|11.20 |10.64 |     ~|     ~|G              |   0|   0
303 |HD 205775                          |PM*|21 31 55.1615314954 +77 11 59.314737158|     ~|10.22 | 9.66 |     ~|     ~|G              |   2|   0
304 |TYC 4609-669-1                     |*  |23 19 59.2681752741 +79 43 33.012656558|     ~|10.85 |10.28 |     ~|     ~|G              |   0|   0
305 |TYC 4500-204-1                     |*  |00 13 15.7238639467 +79 47 21.513161627|     ~|11.22 |10.60 |     ~|     ~|G              |   0|   0
306 |BD+78 35                           |*  |01 18 37.2609926196 +79 40 02.869944827|     ~|11.36 |10.66 |     ~|     ~|G              |   0|   0
307 |HD 22562                           |*  |03 43 54.9716020021 +73 45 33.162376329|     ~|10.68 |10.20 |     ~|     ~|G              |   2|   0
308 |BD+70 289A                         |*  |04 20 56.2630211916 +70 23 13.536035092|     ~|10.80 |10.19 |     ~|     ~|G              |   5|   0
