C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:33:20

sptypes = 'A'
-------------

Number of objects : 11389

  #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
-----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
7494 |BPS CS 22897-0116                  |HB*|21 40 08.5268538167 -65 28 17.531950241|     ~|14.29 |13.90 |14.00 |     ~|A              |   3|   0
7495 |BPS CS 22897-0117                  |*  |21 36 59.2216501150 -65 30 07.396437171|15.01 |15.15 |14.84 |14.88 |     ~|A              |   4|   0
7496 |BPS CS 22897-0119                  |HB*|21 37 55.5495244402 -64 39 23.097619935|     ~|14.26 |13.90 |13.94 |     ~|A              |   3|   0
7497 |BPS CS 22897-0120                  |*  |21 39 08.2403439721 -64 41 47.885600225|15.64 |15.66 |15.29 |15.48 |     ~|A              |   3|   0
7498 |BPS CS 22956-0022                  |HB*|21 49 38.7828211362 -63 53 14.059522712|     ~|15.572|15.1  |     ~|     ~|A              |   3|   0
7499 |BPS CS 22956-0043                  |HB*|21 52 56.6814434454 -64 09 33.005675713|     ~|15.38 |15.05 |15.07 |     ~|A              |   3|   0
7500 |BPS CS 22956-0044                  |RR*|21 51 46.8318946225 -64 18 49.398423857|     ~|15.363|14.8  |     ~|     ~|A              |   5|   0
7501 |BPS CS 22956-0033                  |HB*|21 51 27.5961687362 -62 09 31.820759258|     ~|14.99 |14.82 |     ~|     ~|A              |   4|   0
7502 |BPS CS 22956-0039                  |HB*|21 54 45.7517955166 -63 32 43.426385324|     ~|15.02 |14.74 |     ~|     ~|A              |   4|   0
7503 |TYC 9116-1861-1                    |HB*|22 00 16.4644007711 -60 10 45.566062092|11.23 |11.42 |11.40 |     ~|     ~|A              |   1|   0
7504 |V* BP Gru                          |a2*|23 01 46.8212643426 -44 50 26.878058323|     ~| 7.99 | 7.52 |     ~|     ~|ApSrSi:        | 117|   0
7505 |HD 116811                          |RG*|13 26 53.3607343240 -47 36 35.005723453|15.91 |13.880|12.267|12.09 |10.837|A              |  17|   0
7506 |HD 117227                          |*  |13 29 45.2883783473 -47 25 05.536784160|     ~| 9.30 | 9.12 |     ~|     ~|ApCrSr         |   5|   0
7507 |HD 117290                          |a2*|13 30 13.1947942494 -49 07 58.682177212|     ~| 9.51 | 9.25 |     ~|     ~|ApEuCrSr       |  10|   0
7508 |CD-49 7894                         |*  |13 24 32.7366108227 -49 42 52.200549257|     ~|11.10 |10.68 |     ~|     ~|A              |   0|   0
7509 |HD 116557                          |a2*|13 25 11.7300431892 -49 49 46.880734046|     ~|10.31 |10.40 |     ~|     ~|ApSi           |  10|   0
7510 |V* V827 Cen                        |a2*|13 44 16.0029516112 -51 00 44.828301324|     ~| 6.323| 6.440|     ~|     ~|ApSiCr         |  96|   0
7511 |HD 119158                          |*  |13 42 42.4325137464 -52 32 29.435503699|     ~|10.02 | 9.78 |     ~|     ~|ApCrEu(Sr)     |   4|   0
7512 |HD 118816                          |*  |13 40 26.8936279346 -53 51 36.675524901|     ~| 7.81 | 7.81 |     ~|     ~|ApSi           |  22|   0
7513 |HD 122264                          |*  |14 02 24.8987518057 -55 22 56.293746209|     ~| 9.65 | 9.59 |     ~|     ~|ApSi           |   8|   0
7514 |HD 122379                          |*  |14 03 03.0266611690 -55 21 04.025319422|     ~|10.43 |10.45 |     ~|     ~|ApSi           |   4|   0
7515 |HD 121061                          |*  |13 54 45.5294374133 -57 15 31.792383415|     ~|11.04 |10.92 |     ~|     ~|A              |   3|   0
7516 |HD 121178                          |*  |13 55 23.5304016242 -57 18 23.318275528|     ~|10.66 |10.43 |     ~|     ~|A              |   4|   0
7517 |HD 121519                          |*  |13 57 31.4009184701 -57 49 58.411508939|     ~|10.44 |10.40 |     ~|     ~|A              |   3|   0
7518 |HD 124421                          |*  |14 15 24.0435195861 -58 36 08.111964258|     ~|10.22 | 9.76 |     ~|     ~|Am             |   5|   0
7519 |HD 122902                          |*  |14 06 36.1726680128 -59 49 35.515873141|     ~|10.06 | 9.91 |     ~|     ~|A              |   4|   0
7520 |HD 124196                          |*  |14 14 06.5515799831 -60 38 52.682035550|     ~| 9.90 | 9.86 |     ~|     ~|ApSi           |   6|   0
7521 |HD 128016                          |** |14 36 55.1147568301 -60 45 15.227734478|     ~| 8.77 | 8.69 |     ~|     ~|ApSi           |   8|   0
7522 |HD 128249                          |*  |14 38 21.4741949698 -61 28 06.338182194|     ~|10.39 |10.31 |     ~|     ~|ApSi           |   7|   0
7523 |HD 128697                          |*  |14 40 59.8403756670 -61 56 57.283712672|     ~| 9.86 | 9.90 |     ~|     ~|ApSi           |  13|   0
7524 |HD 128541                          |*  |14 40 01.2428163079 -62 09 42.839006716|     ~|11.42 |11.00 |     ~|     ~|A              |   2|   0
7525 |HD 129692                          |*  |14 46 43.4190851030 -62 28 46.814781342|     ~|10.98 |10.86 |     ~|     ~|A              |   2|   0
7526 |HD 129736                          |*  |14 46 57.0643455474 -62 19 20.060274340|     ~|10.78 |10.49 |     ~|     ~|A              |   3|   0
7527 |HD 128622                          |*  |14 40 37.4993212829 -62 37 12.576643514|     ~|10.46 |10.34 |     ~|     ~|A              |   4|   0
7528 |HD 130423                          |a2*|14 51 01.5477 -63 29 41.730            |     ~| 9.76 | 9.64 |     ~|     ~|ApSi           |   7|   0
7529 |HD 128812                          |*  |14 41 51.0952599199 -63 49 09.419236747|     ~|10.86 |10.54 |     ~|     ~|A              |   6|   0
7530 |HD 128676                          |a2*|14 41 08.3036991229 -64 13 10.262227623|     ~| 9.13 | 9.11 |     ~|     ~|ApSi           |  10|   0
7531 |HD 131171                          |a2*|14 55 16.7340331939 -65 17 06.374717906|     ~| 8.93 | 8.90 |     ~|     ~|ApSi           |  10|   0
7532 |HD 132988                          |a2*|15 05 24.7070815876 -65 05 27.925704266|     ~|10.20 |10.12 |     ~|     ~|ApSi           |  12|   0
7533 |HD 134433                          |*  |15 13 21.4533828854 -65 06 49.763829421|     ~|11.19 |11.10 |     ~|     ~|A              |   2|   0
7534 |HD 133480                          |*  |15 08 04.0132791412 -65 32 35.704300025|     ~|10.90 |10.35 |     ~|     ~|A              |   2|   0
7535 |HD 132968                          |*  |15 05 33.6667288492 -66 50 07.703581643|     ~| 8.76 | 8.64 |     ~|     ~|ApSrCrEu       |   4|   0
7536 |HD 135396                          |*  |15 18 25.1924619444 -65 36 14.675682384|     ~| 8.44 | 7.99 |     ~|     ~|Ap(SrCr)       |  24|   0
7537 |HD 135818                          |*  |15 20 51.3527983860 -65 54 58.634766271|     ~|11.26 |11.08 |     ~|     ~|A              |   2|   0
7538 |HD 136721                          |*  |15 25 55.4242841602 -65 33 30.030674218|     ~| 9.58 | 9.58 |     ~|     ~|ApSi           |   4|   0
7539 |HD 134348                          |a2*|15 13 14.8666280328 -67 22 43.617559018|     ~| 9.13 | 9.18 |     ~|     ~|ApSi           |   8|   0
7540 |HD 137486                          |*  |15 30 16.6150360607 -66 45 19.997930600|     ~|10.79 |10.39 |     ~|     ~|A              |   2|   0
7541 |HD 137802                          |*  |15 32 06.9791851736 -67 08 00.462137162|     ~| 9.68 | 9.44 |     ~|     ~|ApEuSrCr       |   5|   0
7542 |HD 137548                          |*  |15 30 46.8348109846 -67 34 16.463335819|     ~| 9.84 | 9.56 |     ~|     ~|A              |   2|   0
7543 |HD 140748                          |*  |15 49 56.5852451010 -68 07 05.284201994|     ~| 9.40 | 9.22 |     ~|     ~|ApEuCr(Sr)     |   6|   0
7544 |HD 137459                          |*  |15 30 35.0181838197 -68 56 28.574466518|     ~|11.17 |10.99 |     ~|     ~|A              |   2|   0
7545 |HD 145364                          |a2*|16 16 04.9190082838 -70 32 33.603385795|     ~| 9.28 | 9.28 |     ~|     ~|ApSi           |   7|   0
7546 |HD 149500                          |*  |16 40 58.3180595336 -69 57 14.473316016|     ~| 9.90 | 9.54 |     ~|     ~|A              |   2|   0
7547 |V* MU TrA                          |a2*|16 39 21.08177 -70 10 06.8141          |     ~| 9.47 | 9.43 |     ~|     ~|ApEuCr(Sr)     |  13|   1
7548 |HD 153183                          |*  |17 04 33.1910819964 -72 23 13.029023377|     ~| 9.16 | 8.96 |     ~|     ~|ApSr(Eu)       |   9|   0
7549 |HD 161423                          |*  |17 52 02.5391433712 -71 41 24.514593846|     ~| 9.69 | 9.31 |     ~|     ~|ApSrEu(Cr)     |   6|   0
7550 |CSI-68-20306                       |*  |20 35 18.0 -68 06 00                   |     ~|13.19 |13.25 |     ~|     ~|A              |   0|   0
7551 |HD 119207                          |*  |13 42 52.3664856493 -48 07 13.142322163|     ~|10.71 |10.35 |     ~|     ~|Am             |   4|   0
7552 |HD 119716                          |a2*|13 45 57.1191030652 -49 39 37.515290235|     ~| 9.20 | 9.24 |     ~|     ~|ApSi           |  16|   0
7553 |V* V892 Cen                        |Al*|13 55 47.9588905164 -51 42 59.530705525|     ~| 9.66 | 9.52 |     ~|     ~|ApSiCr(pec)    |  11|   0
7554 |HD 122525                          |a2*|14 03 59.1165885711 -53 43 10.213243429|     ~| 8.96 | 8.71 |     ~|     ~|ApSrCrEu       |  11|   0
7555 |HD 124048                          |*  |14 12 54.6733601291 -56 23 26.618200782|     ~|10.13 |10.06 |     ~|     ~|ApSi           |   5|   0
7556 |HD 126876                          |a2*|14 30 03.9280330288 -56 55 02.403605386|     ~| 8.50 | 8.34 |     ~|     ~|ApSi           |  19|   0
7557 |HD 128521                          |a2*|14 39 36.3967334788 -58 10 28.991815077|     ~| 9.46 | 9.43 |     ~|     ~|ApSi           |  12|   0
7558 |HD 128840                          |a2*|14 41 26.4734855155 -57 41 22.799684310|     ~| 9.14 | 9.11 |     ~|     ~|ApSi           |  12|   0
7559 |HD 128226                          |a2*|14 38 05.2419087908 -59 09 47.227876582|     ~|10.04 |10.00 |     ~|     ~|ApSi           |   9|   0
7560 |HD 129421                          |*  |14 44 50.1388129788 -58 54 19.924325996|     ~| 9.41 | 9.37 |     ~|     ~|ApSi           |   7|   0
7561 |CD-58 5802                         |*  |14 49 18.8738797711 -59 24 47.846334045|     ~|10.55 |10.08 |10.06 |     ~|A              |   2|   0
7562 |HD 128540                          |*  |14 39 45.9355425908 -59 34 31.973502982|     ~| 9.29 | 9.12 |     ~|     ~|ApSrCrEu       |   6|   0
7563 |HD 131521                          |*  |14 56 48.9492524502 -61 44 27.941754938|     ~|10.84 |10.73 |     ~|     ~|A              |   3|   0
7564 |HD 133202                          |*  |15 06 03.5201261805 -61 01 15.759513676|     ~| 9.24 | 9.30 |     ~|     ~|ApSi           |   5|   0
7565 |HD 133943                          |*  |15 09 55.0177835193 -60 46 00.476764037|     ~|10.13 | 9.97 |     ~|     ~|ApSi           |   4|   0
7566 |HD 133281                          |a2*|15 06 41.2934941858 -62 40 31.344505294|     ~| 8.94 | 8.95 |     ~|     ~|ApSi           |  19|   0
7567 |SS73 44                            |Ae*|15 03 23.7935361802 -63 22 58.878928904|     ~|13.88 |12.75 |     ~|     ~|Ae/B[e]        |  44|   1
7568 |HD 133792                          |*  |15 09 25.5214568039 -63 38 34.552502511|     ~| 6.298| 6.247|     ~|     ~|ApSrCrEu       |  70|   0
7569 |HD 136058                          |*  |15 22 01.9570511495 -64 29 31.014436658|     ~|10.29 |10.11 |     ~|     ~|A              |   2|   0
7570 |HD 139472                          |a2*|15 41 59.7101165401 -64 17 59.527761248|     ~| 8.54 | 8.61 |     ~|     ~|ApSi           |   8|   0
7571 |HD 137141                          |*  |15 27 58.7043346693 -65 02 54.946855934|     ~|10.64 |10.37 |     ~|     ~|A              |   2|   0
7572 |HD 138053                          |*  |15 33 21.3209873450 -65 21 50.696115830|     ~| 9.32 | 9.37 |     ~|     ~|ApSi           |   5|   0
7573 |HD 139654                          |*  |15 43 10.1940 -65 04 07.646            |     ~|11.08 |10.76 |     ~|     ~|A              |   2|   0
7574 |CPD-63 3687                        |a2*|15 49 59.4913497916 -64 07 20.609310784|     ~|10.42 |10.48 |     ~|     ~|ApSi           |   5|   0
7575 |HD 144059                          |a2*|16 08 31.9961586293 -67 19 20.064990771|     ~| 8.97 | 9.02 |     ~|     ~|ApSi           |  13|   0
7576 |HD 146866                          |*  |16 22 55.9881168171 -65 59 20.702552077|     ~| 9.12 | 9.13 |     ~|     ~|ApSi           |   9|   0
7577 |V* MR TrA                          |a2*|16 24 36.3107846209 -65 43 18.353890289|     ~| 8.69 | 8.78 |     ~|     ~|ApSi           |  13|   0
7578 |CCDM J16252-6808AB                 |** |16 25 11.9397 -68 07 35.812            |     ~| 9.07 | 8.97 |     ~|     ~|ApSiCr         |   3|   0
7579 |V* LP TrA                          |a2*|16 46 39.9904491106 -67 06 34.886682874|     ~| 5.000| 5.100|     ~|     ~|ApSi           |  61|   0
7580 |V* MX TrA                          |a2*|16 59 33.95864 -69 16 05.3857          |     ~| 5.769| 5.884|     ~|     ~|ApSi           |  27|   0
7581 |HD 160468                          |*  |17 45 44.2501382988 -68 38 51.405551681|     ~| 7.73 | 7.32 |     ~|     ~|ApSrCr         |  25|   0
7582 |BPS CS 22959-0010                  |HB*|18 44 48.9194113986 -67 13 41.712306738|     ~|14.87 |14.52 |     ~|     ~|A              |   4|   0
7583 |BPS CS 22959-0103                  |HB*|18 58 25.0850501202 -67 27 06.386570935|     ~|14.14 |13.92 |13.97 |     ~|A              |   1|   0
7584 |BPS CS 22959-0191                  |HB*|19 09 13.7768235597 -66 48 22.292122283|     ~|15.72 |15.27 |15.20 |     ~|A              |   1|   0
7585 |BPS CS 22959-0198                  |HB*|19 10 54.6225201840 -67 22 17.528376853|     ~|15.51 |15.21 |15.09 |     ~|A              |   1|   0
7586 |BPS CS 22940-0063                  |HB*|20 43 01.8178061306 -62 00 57.405484488|15.09 |15.01 |14.62 |14.43 |     ~|A              |   2|   0
7587 |BPS CS 22940-0105                  |HB*|20 52 31.8481869405 -62 12 07.828932542|     ~|14.359|14.0  |     ~|     ~|A              |   3|   0
7588 |BPS CS 22960-0043                  |HB*|22 21 53.8688298009 -45 56 56.517572890|     ~|14.73 |14.38 |14.55 |     ~|A              |   3|   0
7589 |V* UX Gru                          |RR*|22 25 26.2922194178 -46 10 29.013662347|     ~|15.05 |14.82 |14.93 |     ~|A              |  10|   0
7590 |BPS CS 22960-0090                  |HB*|22 28 34.4004403911 -46 46 53.154133037|     ~|15.793|15.4  |     ~|     ~|A              |   3|   0
7591 |BPS CS 22960-0098                  |HB*|22 28 33.9475379008 -44 47 48.050825368|     ~|14.48 |14.35 |14.65 |     ~|A              |   3|   0
7592 |BSD 177-51                         |*  |13 44 48.0 -44 33 00                   |     ~|     ~| 9.912|     ~|     ~|Am             |   2|   0
7593 |TYC 8262-1330-1                    |*  |13 51 00.9617109561 -45 47 29.443536288|     ~|11.48 |11.35 |     ~|     ~|Am             |   3|   0
7594 |HD 121265                          |a2*|13 55 35.4768393551 -47 59 00.612972520|     ~| 9.45 | 9.53 |     ~|     ~|ApSi           |  12|   0
7595 |HD 121675                          |a2*|13 57 57.5150056472 -48 11 08.776807598|     ~| 9.93 | 9.70 |     ~|     ~|ApCrEuSr(pec)  |   8|   0
7596 |CD-47 8903                         |** |14 07 35.29 -48 23 02.5                |     ~|     ~|     ~|     ~|     ~|A              |   4|   0
7597 |HD 125532                          |a2*|14 21 33.2339873920 -52 51 57.998080661|     ~| 9.27 | 9.20 |     ~|     ~|ApSi           |  24|   0
7598 |HD 127021                          |a2*|14 30 55.8367844879 -54 32 24.436298445|     ~| 9.99 | 9.71 |     ~|     ~|ApSrCr(Eu)     |  10|   0
7599 |HD 129994                          |a2*|14 47 47.5856311555 -55 38 30.079987347|     ~|10.26 |10.15 |     ~|     ~|ApSr(Cr)       |   8|   0
7600 |HD 130335                          |*  |14 49 52.6303467705 -57 20 47.651737897|     ~| 7.87 | 7.79 |     ~|     ~|ApSi           |  19|   0
7601 |HD 131870                          |*  |14 58 27.0224167894 -57 53 55.930765712|     ~| 9.51 | 9.43 |     ~|     ~|ApEu(CrSr)     |   7|   0
7602 |HD 137065                          |a2*|15 26 50.1371149661 -59 57 02.078985412|     ~| 8.20 | 8.22 |     ~|     ~|ApSi           |   7|   0
7603 |HD 138209                          |a2*|15 33 50.4348460532 -61 48 18.994094925|     ~| 9.78 | 9.72 |     ~|     ~|ApSi           |   7|   0
7604 |HD 138773                          |a2*|15 37 34.4460229600 -62 40 53.131529788|     ~| 7.74 | 7.66 |     ~|     ~|ApSi           |  22|   0
7605 |HD 141586                          |a2*|15 53 38.4947090322 -64 00 30.216353565|     ~| 9.78 | 9.75 |     ~|     ~|ApSi           |   8|   0
7606 |V* LL TrA                          |a2*|16 08 32.9773966212 -62 58 54.765273373|     ~| 6.806| 6.871|     ~|     ~|ApSi           |  31|   0
7607 |HD 145432                          |*  |16 15 07.1163680823 -65 06 03.939669275|     ~| 9.35 | 9.38 |     ~|     ~|ApSi           |   6|   0
7608 |HD 170407                          |** |18 34 14.48422 -66 16 45.4142          |     ~| 7.7  | 6.8  |     ~|     ~|A(V)+G5III     |   5|   0
7609 |BPS CS 22959-0014                  |HB*|18 46 48.8540704062 -66 26 31.908176612|     ~|15.68 |15.21 |15.29 |     ~|A              |   1|   0
7610 |BPS CS 22959-0236                  |HB*|18 35 53.5988383158 -66 17 42.452865317|     ~|15.25 |14.72 |14.77 |     ~|A              |   3|   0
