C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET22:57:14

sptypes = 'O'
-------------

Number of objects : 1597

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |   spec. type    |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|-----------------|----|----
964 |LAWDS NGC 6633 5                   |*  |18 26 14.90 +06 29 01.5                |     ~|19.09 |19.06 |     ~|     ~|O                |   1|   0
965 |LAWDS NGC 6633 23                  |*  |18 26 17.50 +06 22 32.5                |     ~|18.93 |18.77 |     ~|     ~|O                |   1|   0
966 |KUV 07592+3931                     |HS*|08 02 31.5353030048 +39 22 28.841020186|     ~|14.97 |15.26 |15.1  |     ~|sdO              |  11|   0
967 |PHR J0809-1650                     |PN |08 09 01.4695885157 -16 50 02.092485912|     ~|     ~|     ~|     ~|     ~|O(H)III-V        |   4|   1
968 |PHR J1510-6754                     |PN |15 10 26.1 -67 54 54                   |     ~|     ~|     ~|     ~|     ~|O(H)e            |   5|   1
969 |PPA J1747-3435                     |PN |17 47 08.3 -34 35 43                   |     ~|     ~|     ~|     ~|     ~|O(H)             |   8|   1
970 |PHR J1756-3342                     |PN |17 56 39.5 -33 42 31                   |     ~|     ~|     ~|     ~|     ~|O(H)3-4Vz        |   8|   1
971 |PHR J1757-2824                     |PN |17 57 42.2 -28 24 07                   |     ~|     ~|     ~|     ~|     ~|O(H)             |   8|   1
972 |PHR J1804-2913                     |PN |18 04 28.52 -29 13 57.2                |     ~|     ~|     ~|     ~|     ~|O(H)             |  10|   1
973 |[ELS2006] N11 029                  |*  |04 55 56.3300648375 -66 29 04.281485315|     ~|13.51 |13.63 |     ~|     ~|OC9.7Ib          |  10|   0
974 |[S87b] IRS 38                      |*  |10 45 30.249 -59 48 20.64              |     ~|19.903|17.638|     ~|13.63 |O                |   5|   0
975 |PG 0016+151                        |HS*|00 18 37.1421817185 +15 21 50.024527784|     ~|16.4  |16.7  |16.9  |     ~|sdOD             |   8|   0
976 |PG 0026+136                        |HS*|00 28 52.2592377027 +13 54 46.594975507|     ~|15.84 |16.00 |     ~|     ~|sdO              |  13|   0
977 |SDSS J011506.18+140513.5           |HS*|01 15 06.1735102800 +14 05 13.506856651|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
978 |SDSS J012517.47-090113.2           |HS*|01 25 17.4808228910 -09 01 13.180040754|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
979 |SDSS J013451.18-091006.4           |HS*|01 34 51.1921010743 -09 10 06.400341749|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
980 |SDSS J021617.12-095513.0           |HS*|02 16 17.1212995208 -09 55 13.103884604|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
981 |SDSS J022422.21+000313.4           |HS*|02 24 22.2167228530 +00 03 13.487378903|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
982 |SDSS J033358.21+002007.4           |HS*|03 33 58.2168611510 +00 20 07.446141473|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
983 |HS 0735+4026                       |HS*|07 38 56.9878795726 +40 19 42.048403142|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   0
984 |SDSS J074458.08+324259.9           |HS*|07 44 58.0952758381 +32 42 59.922318351|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
985 |SDSS J074806.15+342927.7           |HS*|07 48 06.1526973985 +34 29 27.798540532|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   0
986 |SDSS J075236.78+441642.4           |HS*|07 52 36.7851417719 +44 16 42.495066082|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
987 |SDSS J075249.95+305935.1           |HS*|07 52 49.9523874390 +30 59 35.190319105|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
988 |SDSS J075733.11+235828.1           |HS*|07 57 33.1110078987 +23 58 28.102649146|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
989 |SDSS J080115.06+371404.1           |HS*|08 01 15.0621583651 +37 14 04.059251242|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
990 |SDSS J081540.65+430524.3           |HS*|08 15 40.6514018384 +43 05 24.462219593|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
991 |SDSS J082751.05+410925.8           |HS*|08 27 51.0696776147 +41 09 25.852220447|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
992 |SDSS J083716.06+064424.9           |HS*|08 37 16.0592538647 +06 44 25.009128820|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
993 |SDSS J083842.70+053309.4           |HS*|08 38 42.7076913715 +05 33 09.489596507|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
994 |SDSS J083935.91+030840.8           |HS*|08 39 35.9066828365 +03 08 40.810778661|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
995 |2MASS J08412266+0630294            |HS*|08 41 22.6663982963 +06 30 29.637674419|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
996 |SDSS J084132.62+470800.2           |HS*|08 41 32.6310181624 +47 08 00.212215335|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
997 |SDSS J084423.12+075306.2           |HS*|08 44 23.1298912207 +07 53 06.194583685|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
998 |SDSS J085029.80+325447.4           |HS*|08 50 29.8127330612 +32 54 47.498717152|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
999 |CSO 212                            |HS*|08 57 02.5490240151 +35 24 55.447984074|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1000|SDSS J085708.54+051453.1           |HS*|08 57 08.5441449513 +05 14 53.226897626|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1001|US 1993                            |HS*|08 57 27.6574409963 +42 42 15.550163606|     ~|18.6  |     ~|19.1  |     ~|sdO              |   6|   0
1002|SDSS J085900.32+023313.1           |HS*|08 59 00.3267150189 +02 33 13.149515200|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
1003|SDSS J090252.46+321316.0           |HS*|09 02 52.4635452427 +32 13 16.094992706|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1004|SDSS J090252.98+073533.9           |HS*|09 02 52.9901904364 +07 35 33.923244970|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1005|SDSS J091544.43+511338.7           |HS*|09 15 44.4377317540 +51 13 38.753514410|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1006|PG 0928+031                        |HS*|09 30 59.6324069623 +02 50 32.350168254|     ~|14.77 |14.93 |15.32 |     ~|sdO              |  10|   0
1007|PG 0930+085                        |HS*|09 32 45.9172643995 +08 16 18.552289407|     ~|16.32 |16.42 |16.4  |     ~|sdO              |   8|   0
1008|SDSS J093521.39+482432.5           |HS*|09 35 21.3790103826 +48 24 32.438533770|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1009|SDSS J093549.71+544101.0           |HS*|09 35 49.7116498542 +54 41 01.033545414|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1010|SDSS J094533.74+395214.8           |HS*|09 45 33.7557861586 +39 52 14.841862708|     ~|     ~|     ~|     ~|     ~|sdO              |   1|   0
1011|PG 0943+043                        |HS*|09 46 23.0235036913 +04 04 56.134760502|     ~|15.48 |15.73 |     ~|     ~|sdO              |  11|   0
1012|SDSS J094712.33+053158.0           |HS*|09 47 12.3327807776 +05 31 58.102070478|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1013|SDSS J094758.91+091012.2           |HS*|09 47 58.9136783495 +09 10 12.065816342|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1014|SDSS J095601.68+091137.8           |HS*|09 56 01.6831463883 +09 11 37.728576845|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
1015|SDSS J100317.05+025510.2           |HS*|10 03 17.0559061787 +02 55 10.327023782|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1016|SDSS J100334.96+040920.8           |HS*|10 03 34.9676683478 +04 09 20.799328380|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1017|SDSS J102120.44+444636.9           |HS*|10 21 20.4409871938 +44 46 37.004049668|     ~|     ~|18.241|     ~|     ~|sdOHe            |   7|   0
1018|SDSS J102320.36+462026.7           |HS*|10 23 20.3669033035 +46 20 26.682968229|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1019|PG 1033+097                        |HS*|10 35 49.6844884159 +09 25 51.870959698|     ~|16.04 |16.32 |     ~|     ~|sdO              |   9|   0
1020|SDSS J104033.82+562206.3           |HS*|10 40 33.8403659085 +56 22 06.365013761|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1021|SDSS J104259.94+630937.1           |HS*|10 42 59.9424881008 +63 09 37.061940180|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1022|SDSS J110053.55+034622.8           |HS*|11 00 53.5552796873 +03 46 22.869008444|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1023|SDSS J110418.24+043216.4           |HS*|11 04 18.2399941657 +04 32 16.519138891|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1024|PG 1102+097                        |HS*|11 04 45.0148004395 +09 25 30.870965894|     ~|16.1  |     ~|16.0  |     ~|sdO              |   9|   0
1025|SDSS J110546.37+101538.9           |HS*|11 05 46.3768592232 +10 15 38.944414421|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1026|PG 1118+099                        |HS*|11 20 56.2266455119 +09 36 41.794662662|     ~|16.36 |16.44 |     ~|     ~|sdO              |   8|   0
1027|CBS 432                            |HS*|11 24 14.4526163448 +40 26 37.154260162|     ~|17.4  |     ~|17.9  |     ~|sdO              |   7|   0
1028|PG 1134+463                        |HS*|11 37 30.8814563666 +46 00 06.259168616|     ~|14.90 |15.14 |15.58 |     ~|sdO              |  13|   0
1029|SDSS J114251.76+111507.9           |HS*|11 42 51.7641788900 +11 15 07.845056806|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1030|GALEX J114434.9+550438             |HS*|11 44 34.8348929212 +55 04 39.299615177|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1031|SDSS J115009.48+061042.0           |HS*|11 50 09.4921670748 +06 10 42.099588475|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1032|SDSS J115101.03+541003.4           |HS*|11 51 01.0355164772 +54 10 03.464932148|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1033|PG 1203+084                        |HS*|12 06 05.9938379607 +08 09 43.468376152|     ~|15.95 |16.17 |     ~|     ~|sdOHe            |   8|   0
1034|GALEX J120821.4+422535             |HS*|12 08 21.4607250380 +42 25 34.716515778|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   1
1035|SDSS J121643.72+020835.9           |HS*|12 16 43.7284776653 +02 08 35.935252270|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1036|SDSS J121856.75+465111.1           |HS*|12 18 56.7561619363 +46 51 11.201506432|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1037|RMB 118                            |HS*|12 36 13.9032484446 +11 18 34.064463092|     ~|17.3  |18.5  |18.6  |     ~|sdOHe            |   9|   0
1038|SDSS J123808.65+053318.2           |HS*|12 38 08.6549835107 +05 33 18.163288628|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1039|SDSS J125004.24+453751.6           |HS*|12 50 04.2451462393 +45 37 51.655808898|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1040|SDSS J130625.05+131602.2           |HS*|13 06 25.0505534666 +13 16 02.372958522|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1041|SDSS J130638.84+645936.9           |HS*|13 06 38.8358547829 +64 59 37.003178834|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
1042|SDSS J130805.36+621409.5           |HS*|13 08 05.3716074791 +62 14 09.578837040|     ~|     ~|     ~|     ~|     ~|sdO              |   3|   0
1043|SDSS J132542.41-014655.4           |HS*|13 25 42.4118465733 -01 46 55.496210931|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1044|SDSS J132556.93-032329.5           |HS*|13 25 56.9334940442 -03 23 29.576347351|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1045|SDSS J132615.37+051528.6           |HS*|13 26 15.3716274710 +05 15 28.652952336|     ~|     ~|     ~|     ~|     ~|sdO              |   1|   0
1046|PG 1323+042                        |HS*|13 26 19.9524713533 +03 57 54.436030519|     ~|15.37 |15.37 |15.62 |     ~|sdOA             |   7|   0
1047|SDSS J132742.57+031009.5           |HS*|13 27 42.5763418988 +03 10 09.577933086|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1048|SDSS J133200.95+673325.9           |HS*|13 32 00.9461196075 +67 33 25.963941241|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
1049|GALEX J133810.3+431743             |HS*|13 38 10.3149326506 +43 17 43.073758575|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1050|SDSS J134600.55+052034.2           |HS*|13 46 00.5540203506 +05 20 34.324548074|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1051|SDSS J134738.33+043427.0           |HS*|13 47 38.3370322025 +04 34 26.979526574|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1052|SDSS J135639.03+113926.9           |HS*|13 56 39.0321682614 +11 39 26.995550325|     ~|     ~|     ~|     ~|     ~|sdO              |   1|   0
1053|SDSS J135831.62+631455.4           |HS*|13 58 31.6207215124 +63 14 55.418732247|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1054|SDSS J140118.74-012024.8           |HS*|14 01 18.7379673766 -01 20 24.892908776|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1055|SDSS J140443.03+052130.6           |HS*|14 04 43.0291870467 +05 21 30.517129656|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1056|SDSS J140715.41+033147.5           |HS*|14 07 15.4129536201 +03 31 47.632848898|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   0
1057|SDSS J141505.47+020237.0           |HS*|14 15 05.4664752163 +02 02 37.190472312|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   0
1058|PG 1422+036                        |HS*|14 24 59.5847087126 +03 19 43.298197151|     ~|16.5  |     ~|16.4  |     ~|sdO              |  11|   1
1059|PG 1423-013                        |HS*|14 25 51.2876806081 -01 33 17.252813448|     ~|16.7  |     ~|16.9  |     ~|sdO              |  10|   0
1060|SDSS J142930.85+022928.3           |HS*|14 29 30.8607390524 +02 29 28.326444090|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1061|SDSS J144738.19+615033.5           |HS*|14 47 38.1860571303 +61 50 33.473718517|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1062|BSO 13                             |HS*|14 52 03.9475859164 +45 33 29.612870533|     ~|16.9  |17.29 |17.5  |     ~|sdO              |   8|   0
1063|PG 1454+502                        |HS*|14 56 06.4229003923 +50 01 55.197076476|     ~|17.0  |16.83 |16.6  |     ~|sdO              |  10|   0
1064|GALEX J145736.8+592927             |HS*|14 57 36.8245424036 +59 29 27.650846258|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   1
1065|SDSS J145811.90+012140.2           |HS*|14 58 11.9068237818 +01 21 40.246586951|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
1066|PG 1507-015                        |HS*|15 10 30.6867574471 -01 43 45.942608271|     ~|16.1  |     ~|16.4  |     ~|sdOHe            |  10|   0
1067|GALEX J151042.0+040956             |HS*|15 10 42.0521467967 +04 09 55.516686892|     ~|     ~|     ~|     ~|     ~|sdO              |  10|   0
1068|SDSS J151415.66-012925.2           |HS*|15 14 15.6672941063 -01 29 25.224676641|     ~|16.5  |     ~|17.0  |16.97 |sdOHe            |   8|   0
1069|PG 1515+044                        |HS*|15 18 08.4773527052 +04 10 43.769580111|     ~|15.37 |15.42 |15.81 |     ~|sdO              |  10|   0
1070|SDSS J151939.26+394626.3           |HS*|15 19 39.2628870631 +39 46 26.370621490|     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
1071|SDSS J152208.01+342502.9           |HS*|15 22 08.0143861407 +34 25 02.901149747|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
1072|PG 1528+029                        |HS*|15 30 56.3329676079 +02 42 22.593050410|     ~|15.24 |15.42 |15.82 |     ~|sdOC             |  13|   0
1073|CSO 1099                           |HS*|15 32 04.3647831345 +32 41 52.725582279|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
1074|PG 1530+459                        |HS*|15 32 17.2391441164 +45 46 20.928100377|     ~|16.51 |16.53 |     ~|     ~|sdOA             |   6|   0
1075|SDSS J153419.42+372557.2           |HS*|15 34 19.4188687999 +37 25 57.313019803|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
1076|SDSS J154227.88+310601.9           |HS*|15 42 27.8829029020 +31 06 01.987495690|     ~|     ~|     ~|     ~|     ~|sdO              |   6|   0
