C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:22:53

sptypes = 'B'
-------------

Number of objects : 8496

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type     |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|--------------------|----|----
191 |TYC 3653-1426-1                    |*  |00 23 36.4427369352 +53 22 11.209776371|     ~|10.64 |10.33 |     ~|     ~|B_                  |   1|   0
192 |KPD 0025+5402                      |HS*|00 28 28.9696659816 +54 19 15.029217172|12.85 |13.76 |13.91 |14.09 |     ~|sdB                 |  12|   0
193 |KPD 0054+5406                      |HS*|00 57 38.9959254627 +54 22 54.685514728|13.15 |14.05 |14.12 |14.15 |     ~|sdB                 |   9|   0
194 |KPD 0106+5227                      |HS*|01 09 03.2859960418 +52 43 49.330420554|14.87 |15.53 |15.26 |15.98 |     ~|sdB                 |   6|   0
195 |BD+50 395                          |Em*|01 56 02.6711515846 +50 56 59.229924378|     ~|10.56 |10.55 |     ~|     ~|Be                  |   5|   0
196 |BD+50 447                          |Em*|02 06 09.8801895196 +51 09 48.495796658|     ~|10.20 |10.12 |     ~|     ~|Be                  |   8|   0
197 |HD 17218                           |*  |02 47 21.1923093736 +45 16 12.198369646| 8.48 | 9.20 | 9.29 |     ~|     ~|B                   |  11|   0
198 |FBS 0300+439                       |HS*|03 04 14.8475713453 +44 10 13.325681024|     ~|13.29 |13.16 |     ~|     ~|sdBO                |   6|   0
199 |FBS 0248+444                       |HS*|02 51 26.9655920802 +44 42 03.225129266|     ~|14.00 |13.99 |     ~|     ~|sdB                 |   7|   0
200 |FBS 0310+425                       |HS*|03 13 30.1603645381 +42 46 37.400516393|     ~|14.51 |15.13 |     ~|     ~|sdB                 |   7|   0
201 |LS II +41 3                        |Y*O|20 14 19.0506813799 +41 13 36.317666792|     ~|10.92 |10.52 |     ~|     ~|B                   |   6|   0
202 |HD 228654                          |*  |20 15 54.3998348041 +40 52 13.377663786|10.35 |10.39 | 9.61 |     ~|     ~|B                   |  10|   0
203 |HD 228730                          |*  |20 16 48.9530423748 +40 47 04.490219748|     ~|11.10 |10.55 |     ~|     ~|B                   |   7|   0
204 |LS III +40 5                       |*  |20 16 56.5503789750 +40 39 47.801514947|     ~|11.36 |10.79 |10.90 |     ~|B                   |   4|   0
205 |LS III +40 7                       |Em*|20 17 25.1168432213 +40 44 32.349294783|     ~|11.55 |11.05 |     ~|     ~|B                   |   6|   0
206 |LS III +40 8                       |*  |20 17 25.6828602283 +40 45 16.679631674|     ~|11.62 |10.86 |10.97 |     ~|B                   |   4|   0
207 |BD+40 4112                         |Em*|20 18 53.0979921225 +40 57 28.659941072|     ~|11.03 | 9.67 |     ~|     ~|B                   |  10|   0
208 |HD 228827                          |** |20 18 03.61 +41 22 14.8                |10.82 |10.72 | 9.44 |     ~|     ~|Be                  |   8|   0
209 |2MASS J20202454+4119308            |Y*O|20 20 24.5425436915 +41 19 30.871061994|     ~|13.14 |12.54 |     ~|     ~|B                   |   3|   0
210 |LS III +42 4                       |*  |20 14 02.4453868039 +42 35 50.679436467|     ~|10.72 |10.35 |     ~|     ~|B                   |   4|   0
211 |HD 228255                          |*  |20 11 55.1161180806 +40 14 05.429762361|     ~|11.21 |10.66 |     ~|     ~|B                   |   7|   0
212 |HD 228256                          |Em*|20 11 54.3688999449 +40 00 29.624641943| 9.94 |10.40 |10.02 |     ~|     ~|Beq                 |  23|   0
213 |LS II +39 12                       |*  |20 12 30.8618087260 +40 00 32.444670256|     ~|11.96 |11.38 |     ~|     ~|B                   |   4|   0
214 |[KW97] 44-6                        |Em*|20 14 35.0302098597 +40 32 06.757222833|     ~|     ~|11.5  |     ~|     ~|B                   |   3|   0
215 |LS III +42 7                       |*  |20 16 19.9941896460 +42 51 48.126112994|     ~|11.80 |11.48 |     ~|     ~|B                   |   4|   0
216 |V* V2117 Cyg                       |a2*|20 20 39.1903203232 +43 07 37.180189849|     ~| 9.27 | 8.98 |     ~|     ~|B                   |  15|   0
217 |LS III +42 8                       |*  |20 17 10.4336887783 +42 22 34.824082170|     ~|12.49 |11.48 |     ~|     ~|B                   |   4|   0
218 |BD+41 3698                         |*  |20 18 46.0211024724 +42 25 24.841518713|     ~|10.95 | 9.92 |     ~|     ~|B                   |   5|   0
219 |LS III +45 12                      |*  |20 37 19.8867253166 +46 00 42.660178907|     ~|11.07 |10.48 |     ~|     ~|B                   |   4|   0
220 |LS III +44 18                      |*  |20 30 41.1259181717 +44 47 07.823997128|     ~|11.13 |11.00 |     ~|     ~|B                   |   4|   0
221 |LS III +45 13                      |*  |20 39 47.6006554609 +45 15 35.678914443|     ~|12.37 |12.23 |     ~|     ~|B                   |   4|   0
222 |LS III +45 14                      |*  |20 39 49.2387584244 +45 32 54.777438914|     ~|11.22 |10.82 |     ~|     ~|B                   |   4|   0
223 |LS III +45 17                      |*  |20 42 36.1792437120 +45 16 16.477273159|     ~|12.4  |     ~|     ~|     ~|B                   |   4|   0
224 |LS III +44 21                      |Em*|20 43 36.4809463002 +44 55 05.239831353|     ~|11.78 |10.88 |     ~|     ~|B                   |   7|   0
225 |EM* MWC 1030                       |Em*|20 46 25.0031053268 +44 55 45.144848050|     ~|12.48 |11.53 |     ~|     ~|Be                  |   7|   0
226 |LS III +45 8                       |*  |20 29 23.5715907192 +45 17 56.311209301|     ~|11.89 |11.28 |     ~|     ~|B                   |   4|   0
227 |LS III +46 16                      |*  |20 38 49.2582713117 +46 29 39.121370773|     ~|11.76 |11.03 |     ~|     ~|B                   |   4|   0
228 |LS III +47 17                      |Em*|20 52 48.1305869462 +47 16 26.822877909|     ~|11.34 |10.41 |     ~|     ~|B                   |   8|   0
229 |BD+46 3022                         |Em*|20 43 19.5521726978 +46 34 14.044597620|     ~|10.68 |10.43 |     ~|     ~|Be                  |   7|   0
230 |LS III +46 28                      |*  |20 50 06.4082557977 +46 33 48.088352278|     ~|12.0  |     ~|     ~|     ~|B                   |   5|   1
231 |EM* UHA 3                          |Em*|20 41 26.3609517856 +46 16 58.837497803|     ~|12.5  |12.5  |     ~|     ~|B                   |   3|   0
232 |EM* UHA 78                         |Em*|20 55 44.3119828013 +46 33 13.180325167|     ~|17    |17    |     ~|     ~|B[e]                |  20|   1
233 |EM* UHA 20                         |Em*|20 47 07.2366246206 +45 44 09.146193932|     ~|11.63 |11.27 |     ~|     ~|B                   |   7|   0
234 |LS III +45 21                      |*  |20 48 17.6859085019 +45 36 35.483968843|     ~|11.58 |11.06 |     ~|     ~|B                   |   4|   0
235 |LS III +45 29                      |*  |20 51 41.4300985670 +45 45 21.735556201|     ~|11.46 |10.79 |     ~|     ~|B                   |   4|   0
236 |BD+45 3318                         |Em*|20 53 32.7163340972 +46 05 29.280226860|     ~|11.01 |10.7  |     ~|     ~|B                   |  12|   1
237 |EM* UHA 22                         |Em*|20 47 20.1458452740 +45 37 11.341759524|     ~|12.17 |11.64 |     ~|     ~|B                   |   6|   0
238 |EM* UHA 14                         |Em*|20 44 45.1753381635 +46 07 04.828184113|     ~|15.5  |14.5  |     ~|     ~|B                   |   3|   0
239 |EM* UHA 62                         |Em*|20 54 34.4427271637 +46 08 55.280003877|     ~|14.5  |14.0  |     ~|     ~|B                   |   3|   0
240 |LS III +48 10                      |*  |20 53 56.4729327806 +48 53 47.284861708|     ~|12.01 |11.32 |     ~|     ~|B                   |   5|   0
241 |BD+48 3250                         |*  |20 56 33.1042778580 +49 04 48.893841950|     ~|10.79 | 9.87 |     ~|     ~|B                   |   4|   0
242 |BD+48 3255                         |*  |20 57 56.6482497759 +49 08 59.809034667|     ~|11.42 |10.25 |     ~|     ~|B                   |   4|   0
243 |LS III +48 14                      |Em*|20 59 43.9928445805 +48 30 49.158272304|     ~|12.18 |11.73 |     ~|     ~|B                   |   8|   0
244 |BD+47 3210                         |*  |20 52 52.0855454810 +48 14 05.679397806|     ~|10.57 |10.13 |     ~|     ~|B                   |   1|   0
245 |BD+47 3203                         |*  |20 51 46.8740717480 +48 02 13.653856764|     ~|10.28 |10.11 |     ~|     ~|B                   |   1|   0
246 |LS III +46 37                      |Em*|20 59 46.0899799014 +47 03 31.000302482|     ~|12.39 |11.98 |     ~|     ~|B                   |   7|   0
247 |LS III +47 25                      |*  |21 03 19.6599251635 +47 28 04.044264069|11.55 |11.83 |11.31 |     ~|     ~|B                   |   6|   0
248 |LS III +47 26                      |*  |21 04 15.7776073490 +47 51 26.755543651|12.24 |11.99 |10.82 |     ~|     ~|B                   |   5|   0
249 |LS III +47 31                      |*  |21 10 12.6560714881 +47 52 57.624321657|12.88 |11.96 |11.80 |11.71 |     ~|B                   |   5|   0
250 |EM* AS 461                         |Em*|21 14 35.0403998356 +49 30 16.360045840|     ~|12.07 |11.53 |     ~|     ~|B                   |   7|   0
251 |LS III +48 31                      |*  |21 21 42.4536447962 +49 12 38.143559901|13.49 |12.66 |11.13 |     ~|     ~|B                   |   4|   0
252 |LS III +48 21                      |*  |21 11 21.0317793336 +48 17 54.265719513|     ~|11.92 |11.71 |     ~|     ~|B                   |   4|   0
253 |LS III +51 10                      |*  |21 19 10.6962713657 +51 43 01.367767433|11.86 |11.9  |11.3  |     ~|     ~|B                   |   4|   0
254 |EM* AS 463                         |Em*|21 23 33.4569952390 +50 21 15.827169234|     ~|11.93 |11.27 |     ~|     ~|B                   |   7|   0
255 |LS III +51 13                      |*  |21 27 48.9791733687 +51 16 42.426924218|     ~|12.06 |11.85 |     ~|     ~|B                   |   4|   0
256 |LS III +51 16                      |*  |21 30 27.3115690748 +51 38 04.793794903|     ~|13.20 |12.64 |12.48 |     ~|B                   |   6|   0
257 |LS III +51 17                      |*  |21 30 36.4771969073 +51 36 29.313255092|     ~|12.60 |12.13 |     ~|     ~|B                   |   6|   0
258 |LS III +51 18                      |*  |21 32 25.9325957269 +51 14 35.154479022|12.04 |12.08 |11.59 |     ~|     ~|B                   |   4|   0
259 |LS III +51 19                      |*  |21 33 39.5618955297 +51 15 04.486409765|12.73 |12.99 |12.20 |     ~|     ~|B                   |   4|   0
260 |LS III +50 19                      |*  |21 30 59.5817731035 +51 08 21.350815205|     ~|12.22 |12.18 |     ~|     ~|B                   |   4|   0
261 |LS III +50 20                      |Em*|21 31 41.5425875969 +50 23 57.435308790|     ~|12.06 |11.57 |     ~|     ~|B                   |   6|   0
262 |LS III +50 21                      |*  |21 32 23.3504114456 +50 19 43.099908934|     ~|12.80 |12.23 |12.22 |     ~|B                   |   4|   0
263 |LS III +50 23                      |*  |21 32 37.1297399575 +51 05 58.159628057|10.88 |11.03 |10.41 |     ~|     ~|B                   |   4|   0
264 |LS III +51 9                       |*  |21 13 57.7142579651 +51 17 49.383286091|     ~|12.00 |11.03 |     ~|     ~|B                   |   4|   0
265 |LS III +50 14                      |*  |21 19 15.4381312501 +50 34 56.675767855|     ~|13.13 |12.47 |     ~|     ~|B                   |   4|   0
266 |LS III +50 15                      |*  |21 21 27.2171529172 +50 15 53.786154497|10.9  |10.56 | 9.98 |     ~|     ~|B                   |   4|   0
267 |LS III +49 20                      |*  |21 21 39.0840954456 +50 02 01.132622408|11.48 |11.70 |11.24 |11.04 |     ~|B                   |   5|   0
268 |LS III +52 4                       |*  |21 30 31.6414677639 +52 53 02.233023935|     ~|12.20 |11.41 |     ~|     ~|B                   |   4|   0
269 |LS III +52 8                       |*  |21 43 09.9690423362 +52 48 27.739934877|     ~|11.70 |10.93 |     ~|     ~|B                   |   4|   0
270 |LS III +51 23                      |*  |21 38 04.7322949463 +51 32 09.792296068|     ~|12.4  |     ~|     ~|     ~|B                   |   4|   0
271 |LS III +51 26                      |Em*|21 44 43.4536068967 +52 08 21.794152428|     ~|11.27 |10.74 |     ~|     ~|B                   |   6|   0
272 |LS III +51 27                      |Em*|21 45 06.3558616424 +51 57 33.220484206|     ~|12.01 |11.38 |     ~|     ~|B                   |   6|   0
273 |LS III +51 21                      |*  |21 34 50.1850376081 +51 40 04.974194389|12.11 |12.20 |11.72 |     ~|     ~|B                   |   4|   0
274 |LS III +54 6                       |*  |21 54 55.9761537186 +54 19 11.541830905|     ~|12.30 |12.27 |     ~|     ~|B                   |   4|   0
275 |LS III +54 7                       |*  |21 57 27.7596262599 +54 52 24.749402085|     ~|11.99 |11.69 |     ~|     ~|B_                  |   4|   0
276 |HD 235679                          |SB*|21 58 29.7613321407 +54 29 05.576724604| 8.66 | 9.20 | 8.94 |     ~|     ~|BN2.5Ib:e           |  46|   0
277 |BD+53 2698                         |Em*|21 45 38.2617335695 +53 45 24.469764126|     ~|10.89 |10.40 |     ~|     ~|Be                  |   7|   0
278 |LS III +53 17                      |*  |21 48 09.4306989991 +53 20 37.581510984|     ~|12.22 |11.57 |     ~|     ~|B                   |   4|   0
279 |LS III +53 18                      |*  |21 51 20.3575222645 +53 16 23.636782588|     ~|12.7  |     ~|     ~|     ~|B                   |   4|   0
280 |LS III +53 19                      |*  |21 51 26.7816313475 +53 28 49.976062587|     ~|13.0  |     ~|     ~|     ~|B                   |   4|   0
281 |LS III +53 23                      |Be*|21 55 10.5536388573 +53 26 16.643749461|     ~|11.08 |11.15 |     ~|     ~|Be                  |  10|   0
282 |LS III +53 25                      |Em*|21 59 09.2626922233 +54 09 28.398998356|     ~|12.33 |12.00 |     ~|     ~|B                   |   6|   0
283 |LS III +53 28                      |*  |22 01 32.5537681180 +53 46 19.611223417|     ~|11.28 |11.08 |     ~|     ~|B                   |   4|   0
284 |LS III +53 29                      |*  |22 02 16.1545312329 +53 21 06.278775130|     ~|11.30 |10.36 |     ~|     ~|B                   |   4|   0
285 |LS III +52 10                      |*  |21 50 42.8458076340 +53 12 27.906548430|     ~|11.50 |10.87 |     ~|     ~|B                   |   4|   0
286 |LS III +52 11                      |*  |21 55 05.7596883031 +52 33 29.917604955|     ~|12.2  |     ~|     ~|     ~|B                   |   4|   0
287 |LS III +52 12                      |*  |21 55 39.6790507016 +52 40 08.818418672|     ~|12.32 |11.98 |     ~|     ~|B                   |   4|   0
288 |LS III +52 19                      |*  |21 58 47.6723960975 +52 54 58.810590113|11.99 |12.48 |12.04 |     ~|     ~|BN1IIIe             |   7|   0
289 |LS III +52 21                      |*  |22 00 39.3657885619 +53 03 42.149220512|     ~|12.5  |     ~|     ~|     ~|B                   |   4|   0
290 |EM* GGR 44                         |pA*|22 04 12.3050739203 +53 04 01.351510217|     ~|13.23 |12.51 |     ~|     ~|Be                  |  36|   0
291 |EM* MWC 645                        |Em*|21 53 27.4860738880 +52 59 58.013057646|     ~|13.72 |13.00 |12.98 |     ~|B[e]                |  44|   0
292 |LS III +55 20                      |*  |22 02 40.8398375190 +55 15 06.302684410|11.59 |11.6  |10.9  |     ~|     ~|BN0IV               |  10|   0
293 |EM* GGR 46                         |Em*|22 06 59.6064536162 +55 45 41.905557728|     ~|12.6  |12.6  |     ~|     ~|B                   |   7|   0
294 |EM* GGR 45                         |Em*|22 04 38.7781709343 +54 30 02.017241486|     ~|12.40 |12.06 |     ~|     ~|B                   |   7|   0
295 |LS III +54 17                      |*  |22 08 01.5054070822 +55 01 56.627764410|     ~|12.52 |13.00 |     ~|     ~|B                   |   4|   0
296 |LS III +54 19                      |*  |22 08 57.1729558491 +54 42 20.819492599|     ~|12.09 |11.69 |     ~|     ~|B                   |   4|   0
297 |LS III +54 23                      |*  |22 14 27.3303931806 +55 06 56.217835634|11.45 |11.06 |10.16 |     ~|     ~|B                   |  10|   0
298 |LS III +54 25                      |*  |22 15 30.0618785062 +54 51 30.081098679|12.48 |12.15 |11.87 |     ~|     ~|B                   |   7|   0
