C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:34:38

sptypes = 'F'
-------------

Number of objects : 3144

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
1830|HD 313870                          |*  |18 07 37.8081793315 -23 12 39.078822498|     ~|11.49 |11.43 |     ~|     ~|F              |   3|   0
1831|HD 314938                          |*  |18 00 40.0320576407 -25 15 56.301897208|     ~|11.48 |11.33 |     ~|     ~|F              |   2|   0
1832|HD 315048                          |*  |18 03 25.2098839873 -24 44 50.732086295|     ~|11.99 |12.13 |     ~|     ~|F              |   3|   0
1833|HD 315173                          |*  |18 07 10.0835795482 -25 07 38.618435232|     ~|11.29 |11.06 |     ~|     ~|F              |   2|   0
1834|CPD-24 6130                        |*  |18 03 01.024 -24 14 29.88              |     ~|11.77 |11.7  |     ~|     ~|F              |   5|   0
1835|HD 315480                          |*  |18 18 13.7855117328 -24 59 59.746783214|     ~|10.74 |10.03 |     ~|     ~|F              |   2|   0
1836|HD 175777                          |*  |18 57 49.2375788227 -23 03 44.433266513|     ~| 9.23 | 8.89 |     ~|     ~|Fm_dD          |   5|   0
1837|HD 176536                          |*  |19 01 37.8044953712 -22 07 34.637960187|     ~|10.68 |10.22 |     ~|     ~|F(m_dD)        |   4|   0
1838|HD 183857                          |*  |19 32 24.6537944605 -22 44 26.376446007|     ~| 8.09 | 7.68 |     ~|     ~|Fm_dD          |  15|   1
1839|HD 184343                          |*  |19 34 51.5497719180 -23 22 29.425876954|     ~|10.10 | 9.74 |     ~|     ~|FpSrCrEu       |   6|   0
1840|HD 186666                          |** |19 46 30.4151194940 -21 31 22.969375527|     ~| 7.93 | 7.64 |     ~|     ~|Fm_dD          |  12|   1
1841|HD 196414                          |dS*|20 37 48.5620197083 -18 46 33.788638605|     ~| 9.62 | 9.25 |     ~|     ~|Fm_dD          |   7|   0
1842|HD 358611                          |*  |20 59 18.7066735296 -16 41 31.699592141|     ~|12.338|11.655|     ~|     ~|F              |   2|   0
1843|HD 139925                          |*  |15 41 32.3211927125 -18 48 37.993013739|     ~|10.02 | 9.71 |     ~|     ~|Fm_dD          |   4|   0
1844|CD-20 4700                         |*  |17 17 02.3605760806 -21 09 07.682866367|     ~|10.79 |10.65 |     ~|     ~|F              |   3|   0
1845|CPD-20 6589                        |*  |17 35 23.9833033565 -20 20 31.395093630|     ~|11.72 |11.13 |     ~|     ~|F              |   1|   0
1846|HD 313788                          |*  |18 07 34.4477947556 -21 29 49.550058354|     ~|10    |     ~|     ~|     ~|F              |   1|   0
1847|HD 314056                          |*  |18 14 53.753 -21 05 09.86              |     ~|12.08 |11.55 |     ~|     ~|F              |   2|   0
1848|HD 314342                          |*  |18 19 09.1923057898 -21 45 33.356559706|     ~|11.97 |11.44 |     ~|     ~|F              |   1|   0
1849|HD 314221                          |*  |18 17 01.5817142018 -21 21 12.059750195|     ~|11.72 |10.99 |     ~|     ~|F              |   3|   0
1850|HD 179608                          |*  |19 14 00.2306748650 -21 12 15.772922879|     ~| 9.34 | 8.92 |     ~|     ~|Fm_dD          |   8|   0
1851|HD 184794                          |*  |19 36 49.1836388309 -18 47 04.230484931|     ~| 8.49 | 8.02 |     ~|     ~|Fm_dD          |  20|   0
1852|BPS CS 22950-0003                  |RR*|20 20 40.5600950587 -16 20 46.383015738|15.54 |15.66 |15.16 |15.26 |     ~|F              |   6|   0
1853|HD 195638                          |dS*|20 33 04.7904924432 -16 01 33.594483519|     ~| 8.94 | 8.44 |     ~|     ~|Fm_dD          |   8|   0
1854|V* AW Cap                          |a2*|20 38 09.8032560023 -17 30 06.487280636|     ~|10.14 | 9.71 |     ~|     ~|FpSrEu         |  30|   0
1855|EC 20464-1630                      |*  |20 49 17.3 -16 19 26                   |14.73 |15.31 |15.02 |     ~|     ~|F              |   2|   0
1856|EC 20477-1659                      |*  |20 50 35.9 -16 48 20                   |15.13 |15.07 |14.62 |     ~|     ~|F              |   2|   0
1857|HD 312400                          |*  |17 58 25.7333584247 -18 48 17.874680207|     ~|11.82 |11.56 |     ~|     ~|F              |   2|   0
1858|HD 165012                          |** |18 04 37.7114 -17 01 54.217            |     ~| 9.11 | 8.48 |     ~|     ~|Fm_dD          |   2|   0
1859|HD 165115                          |*  |18 05 12.0604516197 -19 35 08.547553004|     ~| 9.80 | 9.31 |     ~|     ~|F(m_dD)        |   4|   0
1860|HD 167223                          |*  |18 15 00.6373588461 -18 32 56.964092535|     ~| 7.90 | 7.42 |     ~|     ~|Fm_dD          |   4|   0
1861|HD 174739                          |** |18 52 45.8203 -17 25 21.322            |     ~|10.21 | 9.77 |     ~|     ~|Fm_dD          |   5|   0
1862|HD 175341                          |PM*|18 55 38.5825487033 -18 22 54.154236275|     ~| 9.67 | 9.15 |     ~|     ~|Fm_dD          |   6|   0
1863|HD 179630                          |*  |19 13 59.2295183484 -16 40 50.671481195|     ~| 8.90 | 8.45 |     ~|     ~|Fm_dD          |  10|   0
1864|HD 183408                          |*  |19 30 08.5339922045 -18 14 35.474877948|     ~| 8.03 | 7.70 |     ~|     ~|Fm_dD          |  12|   0
1865|HD 184919                          |*  |19 37 12.3268876257 -16 22 07.333498376|     ~| 9.97 | 9.62 |     ~|     ~|Fm_dD          |   7|   0
1866|EC 20281-1519                      |*  |20 30 57.8 -15 09 45                   |14.73 |14.90 |14.47 |     ~|     ~|F              |   2|   0
1867|HD 141798                          |*  |15 51 20.3623724325 -12 37 19.669875790|     ~| 9.17 | 8.71 |     ~|     ~|Fm_dD          |  12|   0
1868|HD 157609                          |*  |17 24 47.8017139267 -16 09 23.240211317|     ~| 9.52 | 9.05 |     ~|     ~|Fm_dD          |   7|   0
1869|HD 157915                          |*  |17 26 43.4669961776 -15 42 16.044575718|     ~| 9.18 | 8.73 |     ~|     ~|Fm_dD          |   8|   0
1870|HD 161227                          |** |17 44 59.2470807 -16 45 46.483123      |     ~| 8.51 | 8.04 |     ~|     ~|Fm_dD          |  40|   1
1871|HD 172032                          |*  |18 38 36.7788224977 -16 18 36.261419577|     ~| 8.21 | 7.76 |     ~|     ~|Fm_dD          |  35|   0
1872|HD 179880                          |*  |19 14 41.3340331493 -14 26 12.792065981|     ~|10.36 | 9.91 |     ~|     ~|Fm_dD          |   5|   0
1873|HD 182109                          |*  |19 23 44.0335227078 -13 50 47.402372451|     ~| 9.95 | 9.47 |     ~|     ~|Fm_dD          |   5|   0
1874|HD 183447                          |*  |19 30 08.5080617969 -15 18 28.883514350|     ~|10.11 | 9.50 |     ~|     ~|Fm_dD          |   7|   0
1875|HD 197778                          |dS*|20 46 10.1544987369 -11 36 17.070593534|     ~| 9.797| 9.533|     ~|     ~|Fm_dD          |   6|   0
1876|NGC 6611 211                       |*  |18 18 37.27 -13 49 52.4                |     ~|13.69 |12.93 |     ~|     ~|F              |   8|   0
1877|NGC 6611 374                       |Em*|18 18 53.2682517230 -13 46 07.184502756|15.529|14.406|13.347|     ~|11.968|F              |  19|   0
1878|HD 180250                          |*  |19 16 13.6371766063 -11 48 16.066864932|     ~| 9.45 | 8.96 |     ~|     ~|Fm_dD          |   5|   0
1879|HD 181533                          |*  |19 21 19.1886559308 -12 15 59.563086720|     ~| 9.62 | 9.16 |     ~|     ~|Fm_dD          |   7|   0
1880|HD 192665                          |*  |20 16 21.4151024234 -10 45 19.407175134|     ~|10.17 | 9.66 |     ~|     ~|F(m_dD)        |   3|   0
1881|HD 152515                          |*  |16 54 09.4507302670 -08 17 11.921533613|     ~| 9.48 | 8.97 |     ~|     ~|Fm_dD          |   3|   0
1882|HD 174704                          |*  |18 52 06.5965527449 -09 04 57.566178273|     ~| 8.23 | 7.75 |     ~|     ~|Fm_dD          |  39|   0
1883|BD-09 4885                         |*  |18 53 49.5103189356 -09 00 30.025230661|     ~|10.70 |10.11 |     ~|     ~|FIII           |   1|   0
1884|HD 197721                          |*  |20 45 48.4016306003 -07 39 48.630361994|     ~| 9.795| 8.93 |     ~|     ~|Fm_dD          |   5|   0
1885|BPS CS 22872-0112                  |HB*|16 30 18.1485555455 -05 38 11.833346415|13.72 |13.60 |13.29 |     ~|     ~|F              |   4|   0
1886|HD 149133                          |*  |16 33 05.4628271127 -07 48 13.965999511|     ~|10.85 |10.09 |     ~|     ~|F              |   2|   0
1887|HD 176716                          |*  |19 02 00.4575839440 -07 58 50.283024938|     ~| 8.48 | 8.10 |     ~|     ~|Fm_dD          |   4|   0
1888|BD-06 5457                         |*  |20 21 27.6363573057 -05 34 48.435906672|     ~|10.32 | 9.91 |     ~|     ~|F              |   0|   0
1889|LP 622-13                          |PM*|15 12 07.1187596195 -03 03 49.362296043|     ~|14.56 |14.04 |14.30 |13.17 |dF             |   8|   0
1890|HD 137007                          |*  |15 23 53.3850863177 -03 40 14.278154067|     ~|10.12 | 9.688|     ~|     ~|Fm_dD          |   4|   0
1891|BPS CS 22872-0009                  |RR*|16 17 41.9153951068 -04 48 06.434912691|14.34 |14.05 |13.76 |     ~|     ~|F              |  13|   0
1892|BPS CS 22872-0021                  |HB*|16 19 14.0211986422 -02 57 36.214573437|15.48 |15.53 |15.36 |15.54 |     ~|F              |   3|   0
1893|BPS CS 22872-0118                  |HB*|16 33 08.5460165699 -05 13 39.273257272|15.11 |14.81 |14.39 |     ~|     ~|F              |   3|   0
1894|HD 151307                          |** |16 46 38.34478 -03 11 44.3562          |     ~| 9.00 | 8.39 |     ~|     ~|Fm_dD          |  15|   1
1895|V* EZ Ser                          |RR*|15 19 15.0140806790 -00 29 49.000890877|14.56 |14.45 |14.09 |     ~|     ~|F              |  18|   0
1896|V* V729 Oph                        |RR*|16 34 58.1199410273 -02 22 54.019470528|15.78 |15.38 |14.98 |     ~|     ~|F              |  14|   0
1897|HD 163491                          |*  |17 56 28.4784789853 -02 48 34.708519745|     ~| 8.42 | 8.09 |     ~|     ~|Fm_dD          |   3|   0
1898|HD 357923                          |*  |20 07 21.3746183326 -00 31 48.846075417|     ~|11.6  |10.8  |     ~|     ~|F              |   1|   0
1899|BD-02 5275                         |PM*|20 26 28.0861246917 -01 53 43.354248014|     ~|11.24 |10.47 |     ~|     ~|F              |   0|   0
1900|BPS CS 22890-0038                  |RR*|15 19 55.9106121935 +00 16 17.075593568|15.66 |15.45 |15.28 |15.37 |     ~|F              |   4|   0
1901|BPS CS 22890-0041                  |HB*|15 20 58.0768855314 +00 48 21.085298844|13.12 |12.96 |12.57 |12.65 |     ~|F              |   3|   0
1902|BPS CS 22890-0082                  |HB*|15 26 31.8450642380 +00 11 52.541518917|14.59 |14.41 |14.13 |     ~|     ~|F              |   7|   0
1903|BD+00 3419                         |*  |15 52 40.7593350569 +00 21 05.013697790|     ~|10.98 |10.62 |     ~|     ~|F              |   1|   0
1904|BD+02 3202                         |*  |16 55 53.7925657067 +02 39 14.146607115|     ~|10.99 |10.61 |     ~|     ~|F              |   0|   0
1905|BD+01 3516B                        |PM*|17 48 45.01533 +01 09 52.7878          |     ~|11.5  |11.1  |     ~|     ~|F              |   4|   0
1906|HD 177835                          |*  |19 06 14.0607484978 +01 36 44.222581576|     ~|10.64 |10.15 |     ~|     ~|F              |   2|   0
1907|BD+00 4086                         |*  |19 02 38.0439235443 +01 01 40.755158618|11.56 |11.4  |10.6  |     ~|     ~|F              |   6|   0
1908|HD 357447                          |*  |19 52 05.6542819808 +01 10 19.212230463|     ~|11.53 |11.06 |     ~|     ~|F              |   1|   0
1909|HD 357442                          |*  |19 49 34.5560266555 +01 33 21.166190001|     ~|12.14 |11.34 |     ~|     ~|F              |   1|   0
1910|HD 357425                          |*  |19 51 07.0376401595 +01 57 14.218455343|     ~|11.48 |10.99 |     ~|     ~|F              |   1|   0
1911|HD 357735                          |*  |19 59 45.8725893057 +02 12 49.425808541|     ~|11.90 |11.52 |11.57 |     ~|F              |   0|   0
1912|BD-00 3933                         |*  |20 10 29.2079474596 +00 06 45.619487289|     ~|11.43 |10.95 |     ~|     ~|F              |   0|   0
1913|TYC 388-2445-1                     |*  |16 49 02.4791572984 +03 31 29.168459140|     ~|11.70 |11.24 |     ~|     ~|F              |   0|   0
1914|IC 4756 180                        |*  |18 41 06.9516139887 +05 19 22.400469859|     ~|11.55 |10.80 |     ~|     ~|F              |   2|   0
1915|TYC 469-5176-1                     |*  |19 29 04.4573075432 +02 39 09.943247357|     ~|11.65 |11.02 |     ~|     ~|F              |   0|   0
1916|HD 357687                          |*  |19 59 38.1187267889 +03 39 00.354801019|     ~|11.12 |10.70 |     ~|     ~|F              |   1|   0
1917|HD 357677                          |*  |20 01 20.7377519730 +03 44 30.465247128|     ~|12.67 |11.35 |     ~|     ~|F              |   1|   0
1918|V* FQ Aqr                          |Pu*|20 51 21.3360760191 +02 18 46.357244464| 9.18 | 9.62 | 9.52 |     ~|     ~|F              |  59|   0
1919|HD 148840                          |*  |16 30 39.2635473621 +07 43 53.836643191|     ~| 9.73 | 9.22 |     ~|     ~|F              |   1|   0
1920|BD+07 3464                         |*  |17 46 15.4309255038 +07 38 09.286491649|     ~|10.86 |10.29 |     ~|     ~|F              |   0|   0
1921|BD+06 3737                         |V* |18 24 40.6755908408 +07 04 05.717334982|     ~| 9.64 | 9.10 |     ~|     ~|F              |   3|   0
1922|BD+05 3785                         |*  |18 33 32.5206890541 +06 02 51.014098381|     ~|11.54 |11.19 |     ~|     ~|F              |   1|   0
1923|IC 4756 121                        |*  |18 39 08.7254776494 +06 19 58.198382688|     ~|11.40 |10.90 |     ~|     ~|F              |   2|   0
1924|IC 4756 140                        |*  |18 39 26.5822875381 +06 08 47.204041687|     ~|11.09 |10.61 |     ~|     ~|F              |   2|   0
1925|BD+09 3434                         |*  |17 37 06.3665559565 +09 51 06.606443059|     ~|10.25 | 9.22 |     ~|     ~|F              |   0|   0
1926|HD 165095                          |*  |18 03 53.0007731224 +10 39 57.901745345|     ~| 9.62 | 9.22 |     ~|     ~|F              |   1|   0
1927|HD 166497                          |*  |18 10 32.5810363137 +09 57 02.923583041|     ~|10.19 | 9.79 |     ~|     ~|F              |   1|   0
1928|AG+09 2591                         |*  |19 49 16.8175427494 +09 34 20.335823333|     ~|11.8  |11.2  |     ~|     ~|F              |   0|   0
1929|TYC 1074-940-1                     |*  |20 19 04.8600994978 +08 33 17.578245154|     ~|12.36 |11.83 |     ~|     ~|F              |   0|   0
1930|BD+06 4536                         |*  |20 27 53.1202107545 +07 21 30.595923160|     ~|10.81 |10.62 |     ~|     ~|F              |   1|   0
1931|BD+06 4654                         |V* |20 49 22.8552378377 +06 47 39.298444618|     ~|10.78 |10.09 | 9.66 | 9.245|F              |   5|   0
1932|HD 198813                          |*  |20 52 44.5312723394 +07 19 14.981079297|     ~| 8.91 | 8.54 |     ~|     ~|F              |   5|   0
1933|HD 199520                          |*  |20 57 32.7175531776 +06 20 45.798214199|     ~| 9.69 | 9.24 |     ~|     ~|F              |   1|   0
1934|HD 159141                          |*  |17 32 29.1504095904 +13 46 20.192348366|     ~| 9.18 | 8.95 |     ~|     ~|F              |   6|   0
1935|HD 158574                          |*  |17 29 39.5505100833 +11 39 50.118474658|     ~| 9.40 | 9.16 |     ~|     ~|F              |   1|   0
1936|HD 173271                          |*  |18 43 53.3612720194 +13 11 40.742714710|     ~| 8.93 | 8.43 |     ~|     ~|F              |  13|   0
1937|HD 176485                          |*  |18 59 57.6360834497 +12 53 21.406603350|     ~| 9.50 | 9.20 |     ~|     ~|F              |  11|   0
